exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_sessions,repeat_idx,total_reward,n_actions,seed,timestamp
251124-164313,031,DRQN_seq,large_net,prior_sessions_same_maze,2,4,86.0,306,46,2026-03-16T17:51:45.316972
251123-125720,031,DRQN_seq,large_net,none,0,0,74.0,219,42,2026-03-16T17:51:46.296085
251123-125720,031,DRQN_seq,large_net,prior_sessions_same_maze,1,0,59.0,219,42,2026-03-16T17:51:48.126886
251123-125720,031,DRQN_seq,large_net,none,0,1,63.0,219,43,2026-03-16T17:51:48.991860
251123-125720,031,DRQN_seq,large_net,prior_sessions_same_maze,1,1,124.0,219,43,2026-03-16T17:51:50.653744
251123-125720,031,DRQN_seq,large_net,none,0,2,52.0,219,44,2026-03-16T17:51:51.694400
251123-125720,031,DRQN_seq,large_net,prior_sessions_same_maze,1,2,58.0,219,44,2026-03-16T17:51:53.556305
251123-125720,031,DRQN_seq,large_net,none,0,3,42.0,219,45,2026-03-16T17:51:54.387746
251123-125720,031,DRQN_seq,large_net,prior_sessions_same_maze,1,3,56.0,219,45,2026-03-16T17:51:56.244582
251123-125720,031,DRQN_seq,large_net,none,0,4,60.0,219,46,2026-03-16T17:51:57.055615
251123-125720,031,DRQN_seq,large_net,prior_sessions_same_maze,1,4,59.0,219,46,2026-03-16T17:51:58.848953
251122-140850,031,DRQN_seq,large_net,none,0,0,51.0,156,42,2026-03-16T17:51:59.737981
251122-140850,031,DRQN_seq,large_net,prior_sessions_same_maze,1,0,22.0,156,42,2026-03-16T17:52:02.125089
251122-140850,031,DRQN_seq,large_net,none,0,1,47.0,156,43,2026-03-16T17:52:03.853014
251122-140850,031,DRQN_seq,large_net,prior_sessions_same_maze,1,1,87.0,156,43,2026-03-16T17:52:06.965163
251122-140850,031,DRQN_seq,large_net,none,0,2,51.0,156,44,2026-03-16T17:52:08.877170
251122-140850,031,DRQN_seq,large_net,prior_sessions_same_maze,1,2,51.0,156,44,2026-03-16T17:52:12.488948
251122-140850,031,DRQN_seq,large_net,none,0,3,45.0,156,45,2026-03-16T17:52:14.826124
251122-140850,031,DRQN_seq,large_net,prior_sessions_same_maze,1,3,70.0,156,45,2026-03-16T17:52:19.400131
251122-140850,031,DRQN_seq,large_net,none,0,4,14.0,156,46,2026-03-16T17:52:21.945988
251122-140850,031,DRQN_seq,large_net,prior_sessions_same_maze,1,4,7.0,156,46,2026-03-16T17:52:27.999618
251121-141557,031,DRQN_seq,large_net,none,0,0,78.0,207,42,2026-03-16T17:52:30.742679
251121-141557,031,DRQN_seq,large_net,none,0,1,54.0,207,43,2026-03-16T17:52:32.966357
251121-141557,031,DRQN_seq,large_net,none,0,2,67.0,207,44,2026-03-16T17:52:35.245051
251121-141557,031,DRQN_seq,large_net,none,0,3,70.0,207,45,2026-03-16T17:52:37.470606
251121-141557,031,DRQN_seq,large_net,none,0,4,14.0,207,46,2026-03-16T17:52:40.193722
251120-132717,031,DRQN_seq,large_net,none,0,0,84.0,296,42,2026-03-16T17:52:42.956669
251120-132717,031,DRQN_seq,large_net,none,0,1,93.0,296,43,2026-03-16T17:52:45.463363
251120-132717,031,DRQN_seq,large_net,none,0,2,82.0,296,44,2026-03-16T17:52:48.394961
251120-132717,031,DRQN_seq,large_net,none,0,3,55.0,296,45,2026-03-16T17:52:51.423811
251120-132717,031,DRQN_seq,large_net,none,0,4,107.0,296,46,2026-03-16T17:52:53.974105
251119-171644,031,DRQN_seq,large_net,none,0,0,228.0,546,42,2026-03-16T17:52:58.458556
251119-171644,031,DRQN_seq,large_net,none,0,1,246.0,546,43,2026-03-16T17:53:02.853966
251119-171644,031,DRQN_seq,large_net,none,0,2,359.0,546,44,2026-03-16T17:53:07.785630
251119-171644,031,DRQN_seq,large_net,none,0,3,371.0,546,45,2026-03-16T17:53:13.674776
251119-171644,031,DRQN_seq,large_net,none,0,4,299.0,546,46,2026-03-16T17:53:18.740718
251116-180749,033,DRQN_seq,large_net,none,0,0,14.0,89,42,2026-03-16T17:53:19.740017
251116-180749,033,DRQN_seq,large_net,prior_sessions_same_maze,5,0,8.0,89,42,2026-03-16T17:53:25.847903
251116-180749,033,DRQN_seq,large_net,none,0,1,14.0,89,43,2026-03-16T17:53:26.760944
251116-180749,033,DRQN_seq,large_net,prior_sessions_same_maze,5,1,33.0,89,43,2026-03-16T17:53:32.333223
251116-180749,033,DRQN_seq,large_net,none,0,2,25.0,89,44,2026-03-16T17:53:34.042416
251116-180749,033,DRQN_seq,large_net,prior_sessions_same_maze,5,2,40.0,89,44,2026-03-16T17:53:47.193509
251116-180749,033,DRQN_seq,large_net,none,0,3,14.0,89,45,2026-03-16T17:53:48.620440
251116-180749,033,DRQN_seq,large_net,prior_sessions_same_maze,5,3,10.0,89,45,2026-03-16T17:53:58.068322
251116-180749,033,DRQN_seq,large_net,none,0,4,13.0,89,46,2026-03-16T17:53:59.435315
251116-180749,033,DRQN_seq,large_net,prior_sessions_same_maze,5,4,26.0,89,46,2026-03-16T17:54:08.141852
251115-180903,033,DRQN_seq,large_net,none,0,0,13.0,96,42,2026-03-16T17:54:09.512042
251115-180903,033,DRQN_seq,large_net,prior_sessions_same_maze,4,0,22.0,96,42,2026-03-16T17:54:16.554174
251115-180903,033,DRQN_seq,large_net,none,0,1,22.0,96,43,2026-03-16T17:54:18.231275
251115-180903,033,DRQN_seq,large_net,prior_sessions_same_maze,4,1,36.0,96,43,2026-03-16T17:54:25.205082
251115-180903,033,DRQN_seq,large_net,none,0,2,28.0,96,44,2026-03-16T17:54:26.877764
251115-180903,033,DRQN_seq,large_net,prior_sessions_same_maze,4,2,28.0,96,44,2026-03-16T17:54:34.131521
251115-180903,033,DRQN_seq,large_net,none,0,3,22.0,96,45,2026-03-16T17:54:35.954197
251115-180903,033,DRQN_seq,large_net,prior_sessions_same_maze,4,3,14.0,96,45,2026-03-16T17:54:43.101232
251115-180903,033,DRQN_seq,large_net,none,0,4,11.0,96,46,2026-03-16T17:54:44.921329
251115-180903,033,DRQN_seq,large_net,prior_sessions_same_maze,4,4,26.0,96,46,2026-03-16T17:54:52.323808
251113-230441,033,DRQN_seq,large_net,none,0,0,11.0,67,42,2026-03-16T17:54:53.492080
251113-230441,033,DRQN_seq,large_net,prior_sessions_same_maze,3,0,18.0,67,42,2026-03-16T17:54:59.256346
251113-230441,033,DRQN_seq,large_net,none,0,1,13.0,67,43,2026-03-16T17:55:00.064219
251113-230441,033,DRQN_seq,large_net,prior_sessions_same_maze,3,1,40.0,67,43,2026-03-16T17:55:04.359300
251113-230441,033,DRQN_seq,large_net,none,0,2,20.0,67,44,2026-03-16T17:55:05.306849
251113-230441,033,DRQN_seq,large_net,prior_sessions_same_maze,3,2,7.0,67,44,2026-03-16T17:55:09.893836
251113-230441,033,DRQN_seq,large_net,none,0,3,11.0,67,45,2026-03-16T17:55:11.323988
251113-230441,033,DRQN_seq,large_net,prior_sessions_same_maze,3,3,12.0,67,45,2026-03-16T17:55:17.676234
251113-230441,033,DRQN_seq,large_net,none,0,4,10.0,67,46,2026-03-16T17:55:18.756456
251113-230441,033,DRQN_seq,large_net,prior_sessions_same_maze,3,4,12.0,67,46,2026-03-16T17:55:26.614698
251112-225928,033,DRQN_seq,large_net,none,0,0,13.0,90,42,2026-03-16T17:55:28.269607
251112-225928,033,DRQN_seq,large_net,prior_sessions_same_maze,2,0,39.0,90,42,2026-03-16T17:55:35.381684
251112-225928,033,DRQN_seq,large_net,none,0,1,21.0,90,43,2026-03-16T17:55:36.863473
251112-225928,033,DRQN_seq,large_net,prior_sessions_same_maze,2,1,54.0,90,43,2026-03-16T17:55:42.147159
251112-225928,033,DRQN_seq,large_net,none,0,2,27.0,90,44,2026-03-16T17:55:43.811935
251112-225928,033,DRQN_seq,large_net,prior_sessions_same_maze,2,2,14.0,90,44,2026-03-16T17:55:48.338231
251112-225928,033,DRQN_seq,large_net,none,0,3,17.0,90,45,2026-03-16T17:55:49.699808
251112-225928,033,DRQN_seq,large_net,prior_sessions_same_maze,2,3,13.0,90,45,2026-03-16T17:55:53.983894
251112-225928,033,DRQN_seq,large_net,none,0,4,11.0,90,46,2026-03-16T17:55:55.451125
251112-225928,033,DRQN_seq,large_net,prior_sessions_same_maze,2,4,35.0,90,46,2026-03-16T17:56:01.273707
251111-225736,033,DRQN_seq,large_net,none,0,0,13.0,69,42,2026-03-16T17:56:02.396031
251111-225736,033,DRQN_seq,large_net,prior_sessions_same_maze,2,0,8.0,69,42,2026-03-16T17:56:03.770363
251111-225736,033,DRQN_seq,large_net,none,0,1,10.0,69,43,2026-03-16T17:56:04.733389
251111-225736,033,DRQN_seq,large_net,prior_sessions_same_maze,2,1,15.0,69,43,2026-03-16T17:56:07.216706
251111-225736,033,DRQN_seq,large_net,none,0,2,14.0,69,44,2026-03-16T17:56:07.989340
251111-225736,033,DRQN_seq,large_net,prior_sessions_same_maze,2,2,38.0,69,44,2026-03-16T17:56:09.797467
251111-225736,033,DRQN_seq,large_net,none,0,3,8.0,69,45,2026-03-16T17:56:10.997020
251111-225736,033,DRQN_seq,large_net,prior_sessions_same_maze,2,3,31.0,69,45,2026-03-16T17:56:13.827619
251111-225736,033,DRQN_seq,large_net,none,0,4,11.0,69,46,2026-03-16T17:56:14.840514
251111-225736,033,DRQN_seq,large_net,prior_sessions_same_maze,2,4,16.0,69,46,2026-03-16T17:56:16.722370
251109-230458,033,DRQN_seq,large_net,none,0,0,13.0,51,42,2026-03-16T17:56:17.475452
251109-230458,033,DRQN_seq,large_net,none,0,1,10.0,51,43,2026-03-16T17:56:18.210506
251109-230458,033,DRQN_seq,large_net,none,0,2,14.0,51,44,2026-03-16T17:56:18.912950
251109-230458,033,DRQN_seq,large_net,none,0,3,8.0,51,45,2026-03-16T17:56:19.551601
251109-230458,033,DRQN_seq,large_net,none,0,4,8.0,51,46,2026-03-16T17:56:20.196743
251108-230846,033,DRQN_seq,large_net,none,0,0,14.0,128,42,2026-03-16T17:56:21.493854
251108-230846,033,DRQN_seq,large_net,prior_sessions_same_maze,1,0,50.0,128,42,2026-03-16T17:56:24.517313
251108-230846,033,DRQN_seq,large_net,none,0,1,27.0,128,43,2026-03-16T17:56:25.832554
251108-230846,033,DRQN_seq,large_net,prior_sessions_same_maze,1,1,37.0,128,43,2026-03-16T17:56:28.267212
251108-230846,033,DRQN_seq,large_net,none,0,2,34.0,128,44,2026-03-16T17:56:29.836649
251108-230846,033,DRQN_seq,large_net,prior_sessions_same_maze,1,2,18.0,128,44,2026-03-16T17:56:32.594721
251108-230846,033,DRQN_seq,large_net,none,0,3,32.0,128,45,2026-03-16T17:56:34.066161
251108-230846,033,DRQN_seq,large_net,prior_sessions_same_maze,1,3,26.0,128,45,2026-03-16T17:56:37.219805
251108-230846,033,DRQN_seq,large_net,none,0,4,11.0,128,46,2026-03-16T17:56:40.526104
251108-230846,033,DRQN_seq,large_net,prior_sessions_same_maze,1,4,14.0,128,46,2026-03-16T17:56:46.202332
251107-230429,033,DRQN_seq,large_net,none,0,0,14.0,146,42,2026-03-16T17:56:48.002631
251107-230429,033,DRQN_seq,large_net,none,0,1,39.0,146,43,2026-03-16T17:56:50.044426
251107-230429,033,DRQN_seq,large_net,none,0,2,34.0,146,44,2026-03-16T17:56:52.333943
251107-230429,033,DRQN_seq,large_net,none,0,3,32.0,146,45,2026-03-16T17:56:54.201808
251107-230429,033,DRQN_seq,large_net,none,0,4,11.0,146,46,2026-03-16T17:56:56.827565
251106-230142,033,DRQN_seq,large_net,none,0,0,59.0,285,42,2026-03-16T17:57:00.293146
251106-230142,033,DRQN_seq,large_net,prior_sessions_same_maze,2,0,168.0,285,42,2026-03-16T17:57:08.225273
251106-230142,033,DRQN_seq,large_net,none,0,1,90.0,285,43,2026-03-16T17:57:12.410349
251106-230142,033,DRQN_seq,large_net,prior_sessions_same_maze,2,1,50.0,285,43,2026-03-16T17:57:20.244092
251106-230142,033,DRQN_seq,large_net,none,0,2,143.0,285,44,2026-03-16T17:57:26.753346
251106-230142,033,DRQN_seq,large_net,prior_sessions_same_maze,2,2,76.0,285,44,2026-03-16T17:57:33.952013
251106-230142,033,DRQN_seq,large_net,none,0,3,164.0,285,45,2026-03-16T17:57:37.114164
251106-230142,033,DRQN_seq,large_net,prior_sessions_same_maze,2,3,26.0,285,45,2026-03-16T17:57:43.434099
251106-230142,033,DRQN_seq,large_net,none,0,4,118.0,285,46,2026-03-16T17:57:47.655639
251106-230142,033,DRQN_seq,large_net,prior_sessions_same_maze,2,4,152.0,285,46,2026-03-16T17:57:54.337152
251105-230500,033,DRQN_seq,large_net,none,0,0,49.0,172,42,2026-03-16T17:57:57.749847
251105-230500,033,DRQN_seq,large_net,prior_sessions_same_maze,1,0,67.0,172,42,2026-03-16T17:58:03.097560
251105-230500,033,DRQN_seq,large_net,none,0,1,40.0,172,43,2026-03-16T17:58:05.120307
251105-230500,033,DRQN_seq,large_net,prior_sessions_same_maze,1,1,16.0,172,43,2026-03-16T17:58:08.720237
251105-230500,033,DRQN_seq,large_net,none,0,2,46.0,172,44,2026-03-16T17:58:13.346099
251105-230500,033,DRQN_seq,large_net,prior_sessions_same_maze,1,2,32.0,172,44,2026-03-16T17:58:18.150400
251105-230500,033,DRQN_seq,large_net,none,0,3,71.0,172,45,2026-03-16T17:58:20.688183
251105-230500,033,DRQN_seq,large_net,prior_sessions_same_maze,1,3,49.0,172,45,2026-03-16T17:58:23.985775
251105-230500,033,DRQN_seq,large_net,none,0,4,40.0,172,46,2026-03-16T17:58:25.989381
251105-230500,033,DRQN_seq,large_net,prior_sessions_same_maze,1,4,60.0,172,46,2026-03-16T17:58:29.367410
251104-230415,033,DRQN_seq,large_net,none,0,0,30.0,87,42,2026-03-16T17:58:30.540369
251104-230415,033,DRQN_seq,large_net,none,0,1,24.0,87,43,2026-03-16T17:58:31.722945
251104-230415,033,DRQN_seq,large_net,none,0,2,10.0,87,44,2026-03-16T17:58:32.787970
251104-230415,033,DRQN_seq,large_net,none,0,3,33.0,87,45,2026-03-16T17:58:33.957040
251104-230415,033,DRQN_seq,large_net,none,0,4,37.0,87,46,2026-03-16T17:58:35.126318
260201-212331,033,DRQN_seq,large_net,none,0,0,99.0,294,42,2026-03-16T17:58:38.314787
260201-212331,033,DRQN_seq,large_net,prior_sessions_same_maze,14,0,184.0,294,42,2026-03-16T17:58:54.651260
260201-212331,033,DRQN_seq,large_net,none,0,1,27.0,294,43,2026-03-16T17:58:57.884666
260201-212331,033,DRQN_seq,large_net,prior_sessions_same_maze,14,1,124.0,294,43,2026-03-16T17:59:15.417637
260201-212331,033,DRQN_seq,large_net,none,0,2,108.0,294,44,2026-03-16T17:59:18.808195
260201-212331,033,DRQN_seq,large_net,prior_sessions_same_maze,14,2,70.0,294,44,2026-03-16T17:59:45.035660
260201-212331,033,DRQN_seq,large_net,none,0,3,74.0,294,45,2026-03-16T17:59:51.793776
260201-212331,033,DRQN_seq,large_net,prior_sessions_same_maze,14,3,198.0,294,45,2026-03-16T18:00:15.104464
260201-212331,033,DRQN_seq,large_net,none,0,4,56.0,294,46,2026-03-16T18:00:19.636055
260201-212331,033,DRQN_seq,large_net,prior_sessions_same_maze,14,4,108.0,294,46,2026-03-16T18:00:43.656640
260202-202543,033,DRQN_seq,large_net,none,0,0,80.0,236,42,2026-03-16T18:00:47.636149
260202-202543,033,DRQN_seq,large_net,prior_sessions_same_maze,15,0,177.0,236,42,2026-03-16T18:01:06.172836
260202-202543,033,DRQN_seq,large_net,none,0,1,13.0,236,43,2026-03-16T18:01:07.838952
260202-202543,033,DRQN_seq,large_net,prior_sessions_same_maze,15,1,67.0,236,43,2026-03-16T18:01:18.155234
260202-202543,033,DRQN_seq,large_net,none,0,2,96.0,236,44,2026-03-16T18:01:19.519690
260202-202543,033,DRQN_seq,large_net,prior_sessions_same_maze,15,2,84.0,236,44,2026-03-16T18:01:27.634631
260202-202543,033,DRQN_seq,large_net,none,0,3,41.0,236,45,2026-03-16T18:01:28.953265
260202-202543,033,DRQN_seq,large_net,prior_sessions_same_maze,15,3,182.0,236,45,2026-03-16T18:01:39.642825
260202-202543,033,DRQN_seq,large_net,none,0,4,53.0,236,46,2026-03-16T18:01:41.750975
260202-202543,033,DRQN_seq,large_net,prior_sessions_same_maze,15,4,36.0,236,46,2026-03-16T18:01:57.685169
260203-171228,033,DRQN_seq,large_net,none,0,0,81.0,255,42,2026-03-16T18:01:59.858444
260203-171228,033,DRQN_seq,large_net,prior_sessions_same_maze,16,0,181.0,255,42,2026-03-16T18:02:11.694387
260203-171228,033,DRQN_seq,large_net,none,0,1,17.0,255,43,2026-03-16T18:02:13.223948
260203-171228,033,DRQN_seq,large_net,prior_sessions_same_maze,16,1,107.0,255,43,2026-03-16T18:02:21.968215
260203-171228,033,DRQN_seq,large_net,none,0,2,99.0,255,44,2026-03-16T18:02:23.329365
260203-171228,033,DRQN_seq,large_net,prior_sessions_same_maze,16,2,92.0,255,44,2026-03-16T18:02:31.234086
260203-171228,033,DRQN_seq,large_net,none,0,3,56.0,255,45,2026-03-16T18:02:32.565493
260203-171228,033,DRQN_seq,large_net,prior_sessions_same_maze,16,3,138.0,255,45,2026-03-16T18:02:41.150439
260203-171228,033,DRQN_seq,large_net,none,0,4,53.0,255,46,2026-03-16T18:02:42.294729
260203-171228,033,DRQN_seq,large_net,prior_sessions_same_maze,16,4,111.0,255,46,2026-03-16T18:02:50.242343
260204-193925,033,DRQN_seq,large_net,none,0,0,63.0,151,42,2026-03-16T18:02:51.087017
260204-193925,033,DRQN_seq,large_net,prior_sessions_same_maze,17,0,65.0,151,42,2026-03-16T18:02:59.053147
260204-193925,033,DRQN_seq,large_net,none,0,1,11.0,151,43,2026-03-16T18:02:59.873057
260204-193925,033,DRQN_seq,large_net,prior_sessions_same_maze,17,1,124.0,151,43,2026-03-16T18:03:08.524992
260204-193925,033,DRQN_seq,large_net,none,0,2,42.0,151,44,2026-03-16T18:03:09.314117
260204-193925,033,DRQN_seq,large_net,prior_sessions_same_maze,17,2,79.0,151,44,2026-03-16T18:03:19.546371
260204-193925,033,DRQN_seq,large_net,none,0,3,41.0,151,45,2026-03-16T18:03:20.464330
260204-193925,033,DRQN_seq,large_net,prior_sessions_same_maze,17,3,129.0,151,45,2026-03-16T18:03:41.061033
260204-193925,033,DRQN_seq,large_net,none,0,4,25.0,151,46,2026-03-16T18:03:42.756784
260204-193925,033,DRQN_seq,large_net,prior_sessions_same_maze,17,4,67.0,151,46,2026-03-16T18:04:10.785150
260205-191855,033,DRQN_seq,large_net,none,0,0,42.0,127,42,2026-03-16T18:04:12.364037
260205-191855,033,DRQN_seq,large_net,prior_sessions_same_maze,18,0,92.0,127,42,2026-03-16T18:04:34.833404
260205-191855,033,DRQN_seq,large_net,none,0,1,11.0,127,43,2026-03-16T18:04:36.024431
260205-191855,033,DRQN_seq,large_net,prior_sessions_same_maze,18,1,25.0,127,43,2026-03-16T18:04:57.474975
260205-191855,033,DRQN_seq,large_net,none,0,2,40.0,127,44,2026-03-16T18:04:58.642457
260205-191855,033,DRQN_seq,large_net,prior_sessions_same_maze,18,2,9.0,127,44,2026-03-16T18:05:18.764977
260205-191855,033,DRQN_seq,large_net,none,0,3,25.0,127,45,2026-03-16T18:05:20.101129
260205-191855,033,DRQN_seq,large_net,prior_sessions_same_maze,18,3,101.0,127,45,2026-03-16T18:05:41.569249
260205-191855,033,DRQN_seq,large_net,none,0,4,13.0,127,46,2026-03-16T18:05:42.919394
260205-191855,033,DRQN_seq,large_net,prior_sessions_same_maze,18,4,25.0,127,46,2026-03-16T18:06:03.630569
260206-144834,033,DRQN_seq,large_net,none,0,0,180.0,518,42,2026-03-16T18:06:08.167077
260206-144834,033,DRQN_seq,large_net,prior_sessions_same_maze,19,0,409.0,518,42,2026-03-16T18:06:33.059178
260206-144834,033,DRQN_seq,large_net,none,0,1,106.0,518,43,2026-03-16T18:06:37.515893
260206-144834,033,DRQN_seq,large_net,prior_sessions_same_maze,19,1,156.0,518,43,2026-03-16T18:07:01.154210
260206-144834,033,DRQN_seq,large_net,none,0,2,220.0,518,44,2026-03-16T18:07:05.472095
260206-144834,033,DRQN_seq,large_net,prior_sessions_same_maze,19,2,117.0,518,44,2026-03-16T18:07:31.057648
260206-144834,033,DRQN_seq,large_net,none,0,3,138.0,518,45,2026-03-16T18:07:36.365408
260206-144834,033,DRQN_seq,large_net,prior_sessions_same_maze,19,3,359.0,518,45,2026-03-16T18:07:56.621539
260206-144834,033,DRQN_seq,large_net,none,0,4,127.0,518,46,2026-03-16T18:07:58.613922
260206-144834,033,DRQN_seq,large_net,prior_sessions_same_maze,19,4,98.0,518,46,2026-03-16T18:08:19.569510
260208-145358,033,DRQN_seq,large_net,none,0,0,80.0,234,42,2026-03-16T18:08:22.016578
260208-145358,033,DRQN_seq,large_net,prior_sessions_same_maze,20,0,195.0,234,42,2026-03-16T18:08:46.852103
260208-145358,033,DRQN_seq,large_net,none,0,1,13.0,234,43,2026-03-16T18:08:49.123436
260208-145358,033,DRQN_seq,large_net,prior_sessions_same_maze,20,1,111.0,234,43,2026-03-16T18:09:17.160076
260208-145358,033,DRQN_seq,large_net,none,0,2,96.0,234,44,2026-03-16T18:09:19.309172
260208-145358,033,DRQN_seq,large_net,prior_sessions_same_maze,20,2,52.0,234,44,2026-03-16T18:09:43.599494
260208-145358,033,DRQN_seq,large_net,none,0,3,41.0,234,45,2026-03-16T18:09:46.389952
260208-145358,033,DRQN_seq,large_net,prior_sessions_same_maze,20,3,161.0,234,45,2026-03-16T18:10:12.975684
260208-145358,033,DRQN_seq,large_net,none,0,4,53.0,234,46,2026-03-16T18:10:16.424333
260208-145358,033,DRQN_seq,large_net,prior_sessions_same_maze,20,4,132.0,234,46,2026-03-16T18:10:42.174887
260209-143612,033,DRQN_seq,large_net,none,0,0,80.0,223,42,2026-03-16T18:10:45.093147
260209-143612,033,DRQN_seq,large_net,prior_sessions_same_maze,21,0,191.0,223,42,2026-03-16T18:11:17.402241
260209-143612,033,DRQN_seq,large_net,none,0,1,13.0,223,43,2026-03-16T18:11:21.415833
260209-143612,033,DRQN_seq,large_net,prior_sessions_same_maze,21,1,68.0,223,43,2026-03-16T18:11:53.313262
260209-143612,033,DRQN_seq,large_net,none,0,2,88.0,223,44,2026-03-16T18:11:55.573604
260209-143612,033,DRQN_seq,large_net,prior_sessions_same_maze,21,2,14.0,223,44,2026-03-16T18:12:23.059346
260209-143612,033,DRQN_seq,large_net,none,0,3,41.0,223,45,2026-03-16T18:12:24.308031
260209-143612,033,DRQN_seq,large_net,prior_sessions_same_maze,21,3,128.0,223,45,2026-03-16T18:12:35.744554
260209-143612,033,DRQN_seq,large_net,none,0,4,44.0,223,46,2026-03-16T18:12:36.771070
260209-143612,033,DRQN_seq,large_net,prior_sessions_same_maze,21,4,40.0,223,46,2026-03-16T18:12:48.311034
260210-142932,033,DRQN_seq,large_net,none,0,0,80.0,236,42,2026-03-16T18:12:49.345474
260210-142932,033,DRQN_seq,large_net,prior_sessions_same_maze,22,0,51.0,236,42,2026-03-16T18:13:02.579564
260210-142932,033,DRQN_seq,large_net,none,0,1,13.0,236,43,2026-03-16T18:13:03.647243
260210-142932,033,DRQN_seq,large_net,prior_sessions_same_maze,22,1,97.0,236,43,2026-03-16T18:13:16.003679
260210-142932,033,DRQN_seq,large_net,none,0,2,96.0,236,44,2026-03-16T18:13:16.916309
260210-142932,033,DRQN_seq,large_net,prior_sessions_same_maze,22,2,14.0,236,44,2026-03-16T18:13:28.516880
260210-142932,033,DRQN_seq,large_net,none,0,3,41.0,236,45,2026-03-16T18:13:29.661047
260210-142932,033,DRQN_seq,large_net,prior_sessions_same_maze,22,3,115.0,236,45,2026-03-16T18:13:41.847147
260210-142932,033,DRQN_seq,large_net,none,0,4,53.0,236,46,2026-03-16T18:13:42.928120
260210-142932,033,DRQN_seq,large_net,prior_sessions_same_maze,22,4,40.0,236,46,2026-03-16T18:13:54.789410
260211-143636,033,DRQN_seq,large_net,none,0,0,97.0,283,42,2026-03-16T18:13:55.925021
260211-143636,033,DRQN_seq,large_net,prior_sessions_same_maze,23,0,24.0,283,42,2026-03-16T18:14:07.709199
260211-143636,033,DRQN_seq,large_net,none,0,1,27.0,283,43,2026-03-16T18:14:08.869243
260211-143636,033,DRQN_seq,large_net,prior_sessions_same_maze,23,1,190.0,283,43,2026-03-16T18:14:20.754187
260211-143636,033,DRQN_seq,large_net,none,0,2,108.0,283,44,2026-03-16T18:14:21.756839
260211-143636,033,DRQN_seq,large_net,prior_sessions_same_maze,23,2,14.0,283,44,2026-03-16T18:14:34.063761
260211-143636,033,DRQN_seq,large_net,none,0,3,74.0,283,45,2026-03-16T18:14:35.346441
260211-143636,033,DRQN_seq,large_net,prior_sessions_same_maze,23,3,235.0,283,45,2026-03-16T18:14:47.370551
260211-143636,033,DRQN_seq,large_net,none,0,4,53.0,283,46,2026-03-16T18:14:48.413083
260211-143636,033,DRQN_seq,large_net,prior_sessions_same_maze,23,4,86.0,283,46,2026-03-16T18:15:00.450581
260213-001923,033,DRQN_seq,large_net,none,0,0,80.0,250,42,2026-03-16T18:15:01.456713
260213-001923,033,DRQN_seq,large_net,prior_sessions_same_maze,24,0,150.0,250,42,2026-03-16T18:15:13.923610
260213-001923,033,DRQN_seq,large_net,none,0,1,13.0,250,43,2026-03-16T18:15:14.850644
260213-001923,033,DRQN_seq,large_net,prior_sessions_same_maze,24,1,195.0,250,43,2026-03-16T18:15:27.257736
260213-001923,033,DRQN_seq,large_net,none,0,2,96.0,250,44,2026-03-16T18:15:28.183836
260213-001923,033,DRQN_seq,large_net,prior_sessions_same_maze,24,2,27.0,250,44,2026-03-16T18:15:40.644190
260213-001923,033,DRQN_seq,large_net,none,0,3,53.0,250,45,2026-03-16T18:15:41.806497
260213-001923,033,DRQN_seq,large_net,prior_sessions_same_maze,24,3,217.0,250,45,2026-03-16T18:15:54.230428
260213-001923,033,DRQN_seq,large_net,none,0,4,53.0,250,46,2026-03-16T18:15:55.308852
260213-001923,033,DRQN_seq,large_net,prior_sessions_same_maze,24,4,177.0,250,46,2026-03-16T18:16:07.744076
260213-223917,033,DRQN_seq,large_net,none,0,0,82.0,257,42,2026-03-16T18:16:08.797408
260213-223917,033,DRQN_seq,large_net,prior_sessions_same_maze,25,0,164.0,257,42,2026-03-16T18:16:21.674289
260213-223917,033,DRQN_seq,large_net,none,0,1,19.0,257,43,2026-03-16T18:16:22.715738
260213-223917,033,DRQN_seq,large_net,prior_sessions_same_maze,25,1,201.0,257,43,2026-03-16T18:16:35.566600
260213-223917,033,DRQN_seq,large_net,none,0,2,101.0,257,44,2026-03-16T18:16:36.591050
260213-223917,033,DRQN_seq,large_net,prior_sessions_same_maze,25,2,70.0,257,44,2026-03-16T18:16:49.655761
260213-223917,033,DRQN_seq,large_net,none,0,3,58.0,257,45,2026-03-16T18:16:50.791119
260213-223917,033,DRQN_seq,large_net,prior_sessions_same_maze,25,3,188.0,257,45,2026-03-16T18:17:04.189698
260213-223917,033,DRQN_seq,large_net,none,0,4,53.0,257,46,2026-03-16T18:17:05.215066
260213-223917,033,DRQN_seq,large_net,prior_sessions_same_maze,25,4,99.0,257,46,2026-03-16T18:17:18.789414
260216-230300,033,DRQN_seq,large_net,none,0,0,91.0,270,42,2026-03-16T18:17:19.920490
260216-230300,033,DRQN_seq,large_net,prior_sessions_same_maze,26,0,101.0,270,42,2026-03-16T18:17:36.362959
260216-230300,033,DRQN_seq,large_net,none,0,1,25.0,270,43,2026-03-16T18:17:37.606160
260216-230300,033,DRQN_seq,large_net,prior_sessions_same_maze,26,1,232.0,270,43,2026-03-16T18:17:52.424225
260216-230300,033,DRQN_seq,large_net,none,0,2,108.0,270,44,2026-03-16T18:17:53.530475
