exp_moment,animal_ID,model,hpo_config,pretrain_type,n_pretrain_sessions,repeat_idx,total_reward,n_actions,seed,timestamp
260208-145358,033,DRQN_rand,large_net,none,0,2,96.0,234,44,2026-03-16T19:15:18.242896
260208-145358,033,DRQN_rand,large_net,prior_sessions_same_maze,20,2,52.0,234,44,2026-03-16T19:15:42.378903
260208-145358,033,DRQN_rand,large_net,none,0,3,41.0,234,45,2026-03-16T19:15:45.064638
260208-145358,033,DRQN_rand,large_net,prior_sessions_same_maze,20,3,161.0,234,45,2026-03-16T19:16:10.270381
260208-145358,033,DRQN_rand,large_net,none,0,4,53.0,234,46,2026-03-16T19:16:12.514819
260208-145358,033,DRQN_rand,large_net,prior_sessions_same_maze,20,4,132.0,234,46,2026-03-16T19:16:37.997828
260209-143612,033,DRQN_rand,large_net,none,0,0,80.0,223,42,2026-03-16T19:16:40.306910
260209-143612,033,DRQN_rand,large_net,prior_sessions_same_maze,21,0,191.0,223,42,2026-03-16T19:17:05.184573
260209-143612,033,DRQN_rand,large_net,none,0,1,13.0,223,43,2026-03-16T19:17:07.188593
260209-143612,033,DRQN_rand,large_net,prior_sessions_same_maze,21,1,68.0,223,43,2026-03-16T19:17:32.775037
260209-143612,033,DRQN_rand,large_net,none,0,2,88.0,223,44,2026-03-16T19:17:35.021874
260209-143612,033,DRQN_rand,large_net,prior_sessions_same_maze,21,2,14.0,223,44,2026-03-16T19:18:00.569614
260209-143612,033,DRQN_rand,large_net,none,0,3,41.0,223,45,2026-03-16T19:18:03.182151
260209-143612,033,DRQN_rand,large_net,prior_sessions_same_maze,21,3,128.0,223,45,2026-03-16T19:18:30.654980
260209-143612,033,DRQN_rand,large_net,none,0,4,44.0,223,46,2026-03-16T19:18:32.842319
260209-143612,033,DRQN_rand,large_net,prior_sessions_same_maze,21,4,40.0,223,46,2026-03-16T19:18:59.338727
260210-142932,033,DRQN_rand,large_net,none,0,0,80.0,236,42,2026-03-16T19:19:01.716758
260210-142932,033,DRQN_rand,large_net,prior_sessions_same_maze,22,0,51.0,236,42,2026-03-16T19:19:27.640329
260210-142932,033,DRQN_rand,large_net,none,0,1,13.0,236,43,2026-03-16T19:19:29.776851
260210-142932,033,DRQN_rand,large_net,prior_sessions_same_maze,22,1,97.0,236,43,2026-03-16T19:19:56.214737
260210-142932,033,DRQN_rand,large_net,none,0,2,96.0,236,44,2026-03-16T19:19:58.449781
260210-142932,033,DRQN_rand,large_net,prior_sessions_same_maze,22,2,14.0,236,44,2026-03-16T19:20:24.988836
260210-142932,033,DRQN_rand,large_net,none,0,3,41.0,236,45,2026-03-16T19:20:27.479970
260210-142932,033,DRQN_rand,large_net,prior_sessions_same_maze,22,3,115.0,236,45,2026-03-16T19:20:55.030923
260210-142932,033,DRQN_rand,large_net,none,0,4,53.0,236,46,2026-03-16T19:20:57.370861
260210-142932,033,DRQN_rand,large_net,prior_sessions_same_maze,22,4,40.0,236,46,2026-03-16T19:21:24.748913
260211-143636,033,DRQN_rand,large_net,none,0,0,97.0,283,42,2026-03-16T19:21:27.426231
260211-143636,033,DRQN_rand,large_net,prior_sessions_same_maze,23,0,24.0,283,42,2026-03-16T19:21:55.208642
260211-143636,033,DRQN_rand,large_net,none,0,1,27.0,283,43,2026-03-16T19:21:57.875941
260211-143636,033,DRQN_rand,large_net,prior_sessions_same_maze,23,1,190.0,283,43,2026-03-16T19:22:27.774608
260211-143636,033,DRQN_rand,large_net,none,0,2,108.0,283,44,2026-03-16T19:22:31.399963
260211-143636,033,DRQN_rand,large_net,prior_sessions_same_maze,23,2,14.0,283,44,2026-03-16T19:23:00.866063
260211-143636,033,DRQN_rand,large_net,none,0,3,74.0,283,45,2026-03-16T19:23:03.528366
260211-143636,033,DRQN_rand,large_net,prior_sessions_same_maze,23,3,235.0,283,45,2026-03-16T19:23:34.248865
260211-143636,033,DRQN_rand,large_net,none,0,4,53.0,283,46,2026-03-16T19:23:36.908005
260211-143636,033,DRQN_rand,large_net,prior_sessions_same_maze,23,4,86.0,283,46,2026-03-16T19:24:05.909865
260213-001923,033,DRQN_rand,large_net,none,0,0,80.0,250,42,2026-03-16T19:24:08.147860
260213-001923,033,DRQN_rand,large_net,prior_sessions_same_maze,24,0,150.0,250,42,2026-03-16T19:24:35.825216
260213-001923,033,DRQN_rand,large_net,none,0,1,13.0,250,43,2026-03-16T19:24:37.863042
260213-001923,033,DRQN_rand,large_net,prior_sessions_same_maze,24,1,195.0,250,43,2026-03-16T19:25:05.893574
260213-001923,033,DRQN_rand,large_net,none,0,2,96.0,250,44,2026-03-16T19:25:07.966106
260213-001923,033,DRQN_rand,large_net,prior_sessions_same_maze,24,2,27.0,250,44,2026-03-16T19:25:35.656735
260213-001923,033,DRQN_rand,large_net,none,0,3,53.0,250,45,2026-03-16T19:25:38.072114
260213-001923,033,DRQN_rand,large_net,prior_sessions_same_maze,24,3,217.0,250,45,2026-03-16T19:26:06.373084
260213-001923,033,DRQN_rand,large_net,none,0,4,53.0,250,46,2026-03-16T19:26:08.525674
260213-001923,033,DRQN_rand,large_net,prior_sessions_same_maze,24,4,177.0,250,46,2026-03-16T19:26:37.416998
260213-223917,033,DRQN_rand,large_net,none,0,0,82.0,257,42,2026-03-16T19:26:39.698051
260213-223917,033,DRQN_rand,large_net,prior_sessions_same_maze,25,0,164.0,257,42,2026-03-16T19:27:09.405963
260213-223917,033,DRQN_rand,large_net,none,0,1,19.0,257,43,2026-03-16T19:27:11.474824
260213-223917,033,DRQN_rand,large_net,prior_sessions_same_maze,25,1,201.0,257,43,2026-03-16T19:27:41.095563
260213-223917,033,DRQN_rand,large_net,none,0,2,101.0,257,44,2026-03-16T19:27:43.199325
260213-223917,033,DRQN_rand,large_net,prior_sessions_same_maze,25,2,70.0,257,44,2026-03-16T19:28:12.342111
260213-223917,033,DRQN_rand,large_net,none,0,3,58.0,257,45,2026-03-16T19:28:14.782507
260213-223917,033,DRQN_rand,large_net,prior_sessions_same_maze,25,3,188.0,257,45,2026-03-16T19:28:45.001665
260213-223917,033,DRQN_rand,large_net,none,0,4,53.0,257,46,2026-03-16T19:28:47.293100
260213-223917,033,DRQN_rand,large_net,prior_sessions_same_maze,25,4,99.0,257,46,2026-03-16T19:29:18.745195
260216-230300,033,DRQN_rand,large_net,none,0,0,91.0,270,42,2026-03-16T19:29:21.269907
260216-230300,033,DRQN_rand,large_net,prior_sessions_same_maze,26,0,101.0,270,42,2026-03-16T19:29:52.654581
260216-230300,033,DRQN_rand,large_net,none,0,1,25.0,270,43,2026-03-16T19:29:54.936948
260216-230300,033,DRQN_rand,large_net,prior_sessions_same_maze,26,1,232.0,270,43,2026-03-16T19:30:24.915260
260216-230300,033,DRQN_rand,large_net,none,0,2,108.0,270,44,2026-03-16T19:30:27.003505
260216-230300,033,DRQN_rand,large_net,prior_sessions_same_maze,26,2,57.0,270,44,2026-03-16T19:30:56.182627
260216-230300,033,DRQN_rand,large_net,none,0,3,68.0,270,45,2026-03-16T19:30:58.442660
260216-230300,033,DRQN_rand,large_net,prior_sessions_same_maze,26,3,228.0,270,45,2026-03-16T19:31:29.826155
260216-230300,033,DRQN_rand,large_net,none,0,4,53.0,270,46,2026-03-16T19:31:33.317282
260216-230300,033,DRQN_rand,large_net,prior_sessions_same_maze,26,4,140.0,270,46,2026-03-16T19:32:05.304401
260217-193501,033,DRQN_rand,large_net,none,0,0,80.0,242,42,2026-03-16T19:32:07.503509
260217-193501,033,DRQN_rand,large_net,prior_sessions_same_maze,27,0,130.0,242,42,2026-03-16T19:32:40.321271
260217-193501,033,DRQN_rand,large_net,none,0,1,13.0,242,43,2026-03-16T19:32:42.262417
260217-193501,033,DRQN_rand,large_net,prior_sessions_same_maze,27,1,197.0,242,43,2026-03-16T19:33:14.685165
260217-193501,033,DRQN_rand,large_net,none,0,2,96.0,242,44,2026-03-16T19:33:16.664522
260217-193501,033,DRQN_rand,large_net,prior_sessions_same_maze,27,2,90.0,242,44,2026-03-16T19:33:48.650322
260217-193501,033,DRQN_rand,large_net,none,0,3,45.0,242,45,2026-03-16T19:33:50.992667
260217-193501,033,DRQN_rand,large_net,prior_sessions_same_maze,27,3,193.0,242,45,2026-03-16T19:34:23.984335
260217-193501,033,DRQN_rand,large_net,none,0,4,53.0,242,46,2026-03-16T19:34:26.400050
260217-193501,033,DRQN_rand,large_net,prior_sessions_same_maze,27,4,68.0,242,46,2026-03-16T19:35:04.959122
260218-180723,033,DRQN_rand,large_net,none,0,0,74.0,291,42,2026-03-16T19:35:09.303476
260218-180723,033,DRQN_rand,large_net,prior_sessions_same_maze,3,0,134.0,291,42,2026-03-16T19:35:15.004511
260218-180723,033,DRQN_rand,large_net,none,0,1,108.0,291,43,2026-03-16T19:35:17.545680
260218-180723,033,DRQN_rand,large_net,prior_sessions_same_maze,3,1,156.0,291,43,2026-03-16T19:35:22.292927
260218-180723,033,DRQN_rand,large_net,none,0,2,119.0,291,44,2026-03-16T19:35:24.716884
260218-180723,033,DRQN_rand,large_net,prior_sessions_same_maze,3,2,87.0,291,44,2026-03-16T19:35:28.264016
260218-180723,033,DRQN_rand,large_net,none,0,3,63.0,291,45,2026-03-16T19:35:30.877229
260218-180723,033,DRQN_rand,large_net,prior_sessions_same_maze,3,3,139.0,291,45,2026-03-16T19:35:34.478886
260218-180723,033,DRQN_rand,large_net,none,0,4,78.0,291,46,2026-03-16T19:35:37.086846
260218-180723,033,DRQN_rand,large_net,prior_sessions_same_maze,3,4,8.0,291,46,2026-03-16T19:35:41.644333
260219-233757,033,DRQN_rand,large_net,none,0,0,26.0,175,42,2026-03-16T19:35:44.407917
260219-233757,033,DRQN_rand,large_net,prior_sessions_same_maze,5,0,76.0,175,42,2026-03-16T19:35:51.397803
260219-233757,033,DRQN_rand,large_net,none,0,1,47.0,175,43,2026-03-16T19:35:52.604231
260219-233757,033,DRQN_rand,large_net,prior_sessions_same_maze,5,1,120.0,175,43,2026-03-16T19:35:57.262865
260219-233757,033,DRQN_rand,large_net,none,0,2,49.0,175,44,2026-03-16T19:35:58.594435
260219-233757,033,DRQN_rand,large_net,prior_sessions_same_maze,5,2,89.0,175,44,2026-03-16T19:36:02.481986
260219-233757,033,DRQN_rand,large_net,none,0,3,32.0,175,45,2026-03-16T19:36:03.887112
260219-233757,033,DRQN_rand,large_net,prior_sessions_same_maze,5,3,62.0,175,45,2026-03-16T19:36:07.684484
260219-233757,033,DRQN_rand,large_net,none,0,4,38.0,175,46,2026-03-16T19:36:09.108964
260219-233757,033,DRQN_rand,large_net,prior_sessions_same_maze,5,4,49.0,175,46,2026-03-16T19:36:14.108510
260220-185055,033,DRQN_rand,large_net,none,0,0,67.0,246,42,2026-03-16T19:36:16.937913
260220-185055,033,DRQN_rand,large_net,prior_sessions_same_maze,6,0,152.0,246,42,2026-03-16T19:36:23.781628
260220-185055,033,DRQN_rand,large_net,none,0,1,88.0,246,43,2026-03-16T19:36:25.522189
260220-185055,033,DRQN_rand,large_net,prior_sessions_same_maze,6,1,167.0,246,43,2026-03-16T19:36:32.027825
260220-185055,033,DRQN_rand,large_net,none,0,2,90.0,246,44,2026-03-16T19:36:33.811081
260220-185055,033,DRQN_rand,large_net,prior_sessions_same_maze,6,2,126.0,246,44,2026-03-16T19:36:39.184717
260220-185055,033,DRQN_rand,large_net,none,0,3,61.0,246,45,2026-03-16T19:36:40.984082
260220-185055,033,DRQN_rand,large_net,prior_sessions_same_maze,6,3,134.0,246,45,2026-03-16T19:36:46.119895
260220-185055,033,DRQN_rand,large_net,none,0,4,66.0,246,46,2026-03-16T19:36:47.820508
260220-185055,033,DRQN_rand,large_net,prior_sessions_same_maze,6,4,63.0,246,46,2026-03-16T19:36:53.893051
260222-190726,033,DRQN_rand,large_net,none,0,0,21.0,151,42,2026-03-16T19:36:55.768119
260222-190726,033,DRQN_rand,large_net,prior_sessions_same_maze,7,0,71.0,151,42,2026-03-16T19:37:03.339924
260222-190726,033,DRQN_rand,large_net,none,0,1,39.0,151,43,2026-03-16T19:37:04.578997
260222-190726,033,DRQN_rand,large_net,prior_sessions_same_maze,7,1,119.0,151,43,2026-03-16T19:37:11.791950
260222-190726,033,DRQN_rand,large_net,none,0,2,34.0,151,44,2026-03-16T19:37:12.977786
260222-190726,033,DRQN_rand,large_net,prior_sessions_same_maze,7,2,98.0,151,44,2026-03-16T19:37:19.226799
260222-190726,033,DRQN_rand,large_net,none,0,3,32.0,151,45,2026-03-16T19:37:20.452109
260222-190726,033,DRQN_rand,large_net,prior_sessions_same_maze,7,3,72.0,151,45,2026-03-16T19:37:26.541113
260222-190726,033,DRQN_rand,large_net,none,0,4,37.0,151,46,2026-03-16T19:37:27.830234
260222-190726,033,DRQN_rand,large_net,prior_sessions_same_maze,7,4,50.0,151,46,2026-03-16T19:37:34.953549
260223-191545,033,DRQN_rand,large_net,none,0,0,17.0,131,42,2026-03-16T19:37:35.946153
260223-191545,033,DRQN_rand,large_net,prior_sessions_same_maze,8,0,60.0,131,42,2026-03-16T19:37:44.247347
260223-191545,033,DRQN_rand,large_net,none,0,1,31.0,131,43,2026-03-16T19:37:45.314331
260223-191545,033,DRQN_rand,large_net,prior_sessions_same_maze,8,1,46.0,131,43,2026-03-16T19:37:53.270887
260223-191545,033,DRQN_rand,large_net,none,0,2,34.0,131,44,2026-03-16T19:37:54.358411
260223-191545,033,DRQN_rand,large_net,prior_sessions_same_maze,8,2,100.0,131,44,2026-03-16T19:38:01.224911
260223-191545,033,DRQN_rand,large_net,none,0,3,27.0,131,45,2026-03-16T19:38:02.365919
260223-191545,033,DRQN_rand,large_net,prior_sessions_same_maze,8,3,49.0,131,45,2026-03-16T19:38:09.082851
260223-191545,033,DRQN_rand,large_net,none,0,4,37.0,131,46,2026-03-16T19:38:10.246782
260223-191545,033,DRQN_rand,large_net,prior_sessions_same_maze,8,4,52.0,131,46,2026-03-16T19:38:18.033741
