exp_moment,animal_ID,maze,model,repeat_idx,total_reward,n_actions,mouse_reward,seed,elapsed_s,date_part
240829-212209,001,240824_latent_maze_006,FSC_bio,0,8.0,24,8,42,0.0358,240829
240829-212209,001,240824_latent_maze_006,FSC_bio,1,20.0,24,8,43,0.0351,240829
240829-212209,001,240824_latent_maze_006,FSC_bio,2,16.0,24,8,44,0.0356,240829
240829-212209,001,240824_latent_maze_006,FSC_bio,3,8.0,24,8,45,0.0359,240829
240829-212209,001,240824_latent_maze_006,FSC_bio,4,16.0,24,8,46,0.0357,240829
240829-185606,001,240824_latent_maze_006,FSC_bio,0,17.0,135,33,42,0.0397,240829
240829-185606,001,240824_latent_maze_006,FSC_bio,1,31.0,135,33,43,0.0385,240829
240829-185606,001,240824_latent_maze_006,FSC_bio,2,34.0,135,33,44,0.0377,240829
240829-185606,001,240824_latent_maze_006,FSC_bio,3,31.0,135,33,45,0.037,240829
240829-185606,001,240824_latent_maze_006,FSC_bio,4,20.0,135,33,46,0.0373,240829
240829-134031,001,240824_latent_maze_006,FSC_bio,0,66.0,281,25,42,0.0392,240829
240829-134031,001,240824_latent_maze_006,FSC_bio,1,40.0,281,25,43,0.0393,240829
240829-134031,001,240824_latent_maze_006,FSC_bio,2,92.0,281,25,44,0.0402,240829
240829-134031,001,240824_latent_maze_006,FSC_bio,3,32.0,281,25,45,0.0394,240829
240829-134031,001,240824_latent_maze_006,FSC_bio,4,63.0,281,25,46,0.0405,240829
240828-152257,001,240824_latent_maze_006,FSC_bio,0,18.0,73,9,42,0.0378,240828
240828-152257,001,240824_latent_maze_006,FSC_bio,1,32.0,73,9,43,0.0374,240828
240828-152257,001,240824_latent_maze_006,FSC_bio,2,45.0,73,9,44,0.0385,240828
240828-152257,001,240824_latent_maze_006,FSC_bio,3,28.0,73,9,45,0.04,240828
240828-152257,001,240824_latent_maze_006,FSC_bio,4,25.0,73,9,46,0.0383,240828
240807-163553,007,240722_latent_maze_005,FSC_bio,0,9.0,15,5,42,0.0351,240807
240807-163553,007,240722_latent_maze_005,FSC_bio,1,13.0,15,5,43,0.0355,240807
240807-163553,007,240722_latent_maze_005,FSC_bio,2,12.0,15,5,44,0.0351,240807
240807-163553,007,240722_latent_maze_005,FSC_bio,3,13.0,15,5,45,0.036,240807
240807-163553,007,240722_latent_maze_005,FSC_bio,4,13.0,15,5,46,0.0355,240807
240601-022150,007,240722_latent_maze_005,FSC_bio,0,139.0,1344,58,42,0.0567,240601
240601-022150,007,240722_latent_maze_005,FSC_bio,1,278.0,1344,58,43,0.0577,240601
240601-022150,007,240722_latent_maze_005,FSC_bio,2,261.0,1344,58,44,0.0587,240601
240601-022150,007,240722_latent_maze_005,FSC_bio,3,128.0,1344,58,45,0.0575,240601
240601-022150,007,240722_latent_maze_005,FSC_bio,4,153.0,1344,58,46,0.0586,240601
240529-031121,007,240722_latent_maze_005,FSC_bio,0,64.0,547,20,42,0.0448,240529
240529-031121,007,240722_latent_maze_005,FSC_bio,1,140.0,547,20,43,0.0461,240529
240529-031121,007,240722_latent_maze_005,FSC_bio,2,64.0,547,20,44,0.047,240529
240529-031121,007,240722_latent_maze_005,FSC_bio,3,67.0,547,20,45,0.0447,240529
240529-031121,007,240722_latent_maze_005,FSC_bio,4,136.0,547,20,46,0.0453,240529
240525-225532,007,240722_latent_maze_005,FSC_bio,0,64.0,695,4,42,0.0476,240525
240525-225532,007,240722_latent_maze_005,FSC_bio,1,199.0,695,4,43,0.0488,240525
240525-225532,007,240722_latent_maze_005,FSC_bio,2,135.0,695,4,44,0.0483,240525
240525-225532,007,240722_latent_maze_005,FSC_bio,3,67.0,695,4,45,0.0481,240525
240525-225532,007,240722_latent_maze_005,FSC_bio,4,136.0,695,4,46,0.049,240525
240525-010331,007,240722_latent_maze_005,FSC_bio,0,64.0,618,6,42,0.0502,240525
240525-010331,007,240722_latent_maze_005,FSC_bio,1,163.0,618,6,43,0.0473,240525
240525-010331,007,240722_latent_maze_005,FSC_bio,2,99.0,618,6,44,0.0457,240525
240525-010331,007,240722_latent_maze_005,FSC_bio,3,67.0,618,6,45,0.045,240525
240525-010331,007,240722_latent_maze_005,FSC_bio,4,136.0,618,6,46,0.0461,240525
240524-064621,007,240722_latent_maze_005,FSC_bio,0,60.0,349,5,42,0.0426,240524
240524-064621,007,240722_latent_maze_005,FSC_bio,1,132.0,349,5,43,0.0418,240524
240524-064621,007,240722_latent_maze_005,FSC_bio,2,55.0,349,5,44,0.0413,240524
240524-064621,007,240722_latent_maze_005,FSC_bio,3,66.0,349,5,45,0.0414,240524
240524-064621,007,240722_latent_maze_005,FSC_bio,4,122.0,349,5,46,0.0413,240524
240524-041556,007,240722_latent_maze_005,FSC_bio,0,49.0,327,5,42,0.0406,240524
240524-041556,007,240722_latent_maze_005,FSC_bio,1,121.0,327,5,43,0.0431,240524
240524-041556,007,240722_latent_maze_005,FSC_bio,2,39.0,327,5,44,0.0427,240524
240524-041556,007,240722_latent_maze_005,FSC_bio,3,66.0,327,5,45,0.0399,240524
240524-041556,007,240722_latent_maze_005,FSC_bio,4,120.0,327,5,46,0.0406,240524
240524-015305,007,240722_latent_maze_005,FSC_bio,0,17.0,65,2,42,0.0373,240524
240524-015305,007,240722_latent_maze_005,FSC_bio,1,43.0,65,2,43,0.0364,240524
240524-015305,007,240722_latent_maze_005,FSC_bio,2,29.0,65,2,44,0.0365,240524
240524-015305,007,240722_latent_maze_005,FSC_bio,3,24.0,65,2,45,0.0365,240524
240524-015305,007,240722_latent_maze_005,FSC_bio,4,43.0,65,2,46,0.0366,240524
240524-012350,007,240722_latent_maze_005,FSC_bio,0,17.0,68,8,42,0.0363,240524
240524-012350,007,240722_latent_maze_005,FSC_bio,1,44.0,68,8,43,0.0368,240524
240524-012350,007,240722_latent_maze_005,FSC_bio,2,29.0,68,8,44,0.0369,240524
240524-012350,007,240722_latent_maze_005,FSC_bio,3,25.0,68,8,45,0.0377,240524
240524-012350,007,240722_latent_maze_005,FSC_bio,4,43.0,68,8,46,0.0419,240524
240520-231243,003,240507maze_004,FSC_bio,0,23.0,200,44,42,0.0396,240520
240520-231243,003,240507maze_004,FSC_bio,1,45.0,200,44,43,0.0377,240520
240520-231243,003,240507maze_004,FSC_bio,2,89.0,200,44,44,0.0398,240520
240520-231243,003,240507maze_004,FSC_bio,3,46.0,200,44,45,0.0387,240520
240520-231243,003,240507maze_004,FSC_bio,4,88.0,200,44,46,0.0404,240520
240520-141108,003,240507maze_004,FSC_bio,0,304.0,1455,806,42,0.059,240520
240520-141108,003,240507maze_004,FSC_bio,1,439.0,1455,806,43,0.0612,240520
240520-141108,003,240507maze_004,FSC_bio,2,437.0,1455,806,44,0.0593,240520
240520-141108,003,240507maze_004,FSC_bio,3,384.0,1455,806,45,0.0602,240520
240520-141108,003,240507maze_004,FSC_bio,4,412.0,1455,806,46,0.0614,240520
240519-013533,007,240510maze_003b_5x9,FSC_bio,0,292.0,1338,613,42,0.0598,240519
240519-013533,007,240510maze_003b_5x9,FSC_bio,1,261.0,1338,613,43,0.0564,240519
240519-013533,007,240510maze_003b_5x9,FSC_bio,2,243.0,1338,613,44,0.0559,240519
240519-013533,007,240510maze_003b_5x9,FSC_bio,3,290.0,1338,613,45,0.0572,240519
240519-013533,007,240510maze_003b_5x9,FSC_bio,4,299.0,1338,613,46,0.0579,240519
240517-214739,003,240507maze_004,FSC_bio,0,250.0,1281,870,42,0.0553,240517
240517-214739,003,240507maze_004,FSC_bio,1,365.0,1281,870,43,0.0577,240517
240517-214739,003,240507maze_004,FSC_bio,2,378.0,1281,870,44,0.0575,240517
240517-214739,003,240507maze_004,FSC_bio,3,339.0,1281,870,45,0.0609,240517
240517-214739,003,240507maze_004,FSC_bio,4,360.0,1281,870,46,0.0566,240517
240517-010620,007,240510maze_003b_5x9,FSC_bio,0,172.0,875,354,42,0.0499,240517
240517-010620,007,240510maze_003b_5x9,FSC_bio,1,160.0,875,354,43,0.0496,240517
240517-010620,007,240510maze_003b_5x9,FSC_bio,2,167.0,875,354,44,0.0493,240517
240517-010620,007,240510maze_003b_5x9,FSC_bio,3,169.0,875,354,45,0.0504,240517
240517-010620,007,240510maze_003b_5x9,FSC_bio,4,242.0,875,354,46,0.0501,240517
240515-205230,003,240507maze_004,FSC_bio,0,161.0,932,511,42,0.0504,240515
240515-205230,003,240507maze_004,FSC_bio,1,275.0,932,511,43,0.0512,240515
240515-205230,003,240507maze_004,FSC_bio,2,299.0,932,511,44,0.0506,240515
240515-205230,003,240507maze_004,FSC_bio,3,230.0,932,511,45,0.0542,240515
240515-205230,003,240507maze_004,FSC_bio,4,318.0,932,511,46,0.0505,240515
240514-231624,007,240510maze_003b_5x9,FSC_bio,0,83.0,351,135,42,0.0411,240514
240514-231624,007,240510maze_003b_5x9,FSC_bio,1,43.0,351,135,43,0.0401,240514
240514-231624,007,240510maze_003b_5x9,FSC_bio,2,127.0,351,135,44,0.0415,240514
240514-231624,007,240510maze_003b_5x9,FSC_bio,3,76.0,351,135,45,0.0415,240514
240514-231624,007,240510maze_003b_5x9,FSC_bio,4,85.0,351,135,46,0.042,240514
240514-130824,007,240510maze_003b_5x9,FSC_bio,0,123.0,599,332,42,0.0454,240514
240514-130824,007,240510maze_003b_5x9,FSC_bio,1,88.0,599,332,43,0.046,240514
240514-130824,007,240510maze_003b_5x9,FSC_bio,2,127.0,599,332,44,0.0455,240514
240514-130824,007,240510maze_003b_5x9,FSC_bio,3,124.0,599,332,45,0.048,240514
240514-130824,007,240510maze_003b_5x9,FSC_bio,4,168.0,599,332,46,0.0499,240514
240512-185132,003,240507maze_004,FSC_bio,0,161.0,927,515,42,0.0519,240512
240512-185132,003,240507maze_004,FSC_bio,1,275.0,927,515,43,0.0522,240512
240512-185132,003,240507maze_004,FSC_bio,2,299.0,927,515,44,0.0513,240512
240512-185132,003,240507maze_004,FSC_bio,3,230.0,927,515,45,0.0507,240512
240512-185132,003,240507maze_004,FSC_bio,4,318.0,927,515,46,0.0516,240512
240512-025401,007,240510maze_003b_5x9,FSC_bio,0,34.0,169,97,42,0.0382,240512
240512-025401,007,240510maze_003b_5x9,FSC_bio,1,42.0,169,97,43,0.0386,240512
240512-025401,007,240510maze_003b_5x9,FSC_bio,2,82.0,169,97,44,0.0391,240512
240512-025401,007,240510maze_003b_5x9,FSC_bio,3,38.0,169,97,45,0.0379,240512
240512-025401,007,240510maze_003b_5x9,FSC_bio,4,41.0,169,97,46,0.039,240512
240510-154652,007,240510maze_003b_5x9,FSC_bio,0,4.0,19,8,42,0.0397,240510
240510-154652,007,240510maze_003b_5x9,FSC_bio,1,14.0,19,8,43,0.0362,240510
240510-154652,007,240510maze_003b_5x9,FSC_bio,2,12.0,19,8,44,0.0351,240510
240510-154652,007,240510maze_003b_5x9,FSC_bio,3,5.0,19,8,45,0.0358,240510
240510-154652,007,240510maze_003b_5x9,FSC_bio,4,15.0,19,8,46,0.0353,240510
240510-153746,003,240507maze_004,FSC_bio,0,23.0,276,84,42,0.039,240510
240510-153746,003,240507maze_004,FSC_bio,1,45.0,276,84,43,0.0391,240510
240510-153746,003,240507maze_004,FSC_bio,2,133.0,276,84,44,0.0399,240510
240510-153746,003,240507maze_004,FSC_bio,3,81.0,276,84,45,0.0405,240510
240510-153746,003,240507maze_004,FSC_bio,4,115.0,276,84,46,0.0397,240510
240510-122217,003,240507maze_004,FSC_bio,0,23.0,102,27,42,0.0378,240510
240510-122217,003,240507maze_004,FSC_bio,1,16.0,102,27,43,0.0374,240510
240510-122217,003,240507maze_004,FSC_bio,2,43.0,102,27,44,0.0377,240510
240510-122217,003,240507maze_004,FSC_bio,3,39.0,102,27,45,0.041,240510
240510-122217,003,240507maze_004,FSC_bio,4,42.0,102,27,46,0.0385,240510
240508-163458,007,240218_intuition_maze_003,FSC_bio,0,79.0,276,117,42,0.0398,240508
240508-163458,007,240218_intuition_maze_003,FSC_bio,1,57.0,276,117,43,0.0403,240508
240508-163458,007,240218_intuition_maze_003,FSC_bio,2,84.0,276,117,44,0.0396,240508
240508-163458,007,240218_intuition_maze_003,FSC_bio,3,43.0,276,117,45,0.0406,240508
240508-163458,007,240218_intuition_maze_003,FSC_bio,4,82.0,276,117,46,0.04,240508
240507-221523,007,240218_intuition_maze_003,FSC_bio,0,382.0,1676,72,42,0.063,240507
240507-221523,007,240218_intuition_maze_003,FSC_bio,1,299.0,1676,72,43,0.0636,240507
240507-221523,007,240218_intuition_maze_003,FSC_bio,2,301.0,1676,72,44,0.063,240507
240507-221523,007,240218_intuition_maze_003,FSC_bio,3,298.0,1676,72,45,0.0657,240507
240507-221523,007,240218_intuition_maze_003,FSC_bio,4,383.0,1676,72,46,0.0622,240507
240504-233305,007,240218_intuition_maze_003,FSC_bio,0,247.0,961,33,42,0.0516,240504
240504-233305,007,240218_intuition_maze_003,FSC_bio,1,210.0,961,33,43,0.0505,240504
240504-233305,007,240218_intuition_maze_003,FSC_bio,2,252.0,961,33,44,0.0518,240504
240504-233305,007,240218_intuition_maze_003,FSC_bio,3,129.0,961,33,45,0.0503,240504
240504-233305,007,240218_intuition_maze_003,FSC_bio,4,206.0,961,33,46,0.0511,240504
240503-162432,007,240218_intuition_maze_003,FSC_bio,0,252.0,989,10,42,0.0545,240503
240503-162432,007,240218_intuition_maze_003,FSC_bio,1,211.0,989,10,43,0.0525,240503
240503-162432,007,240218_intuition_maze_003,FSC_bio,2,254.0,989,10,44,0.0525,240503
240503-162432,007,240218_intuition_maze_003,FSC_bio,3,129.0,989,10,45,0.0553,240503
240503-162432,007,240218_intuition_maze_003,FSC_bio,4,212.0,989,10,46,0.0513,240503
240501-171554,007,240218_intuition_maze_003,FSC_bio,0,96.0,400,15,42,0.0417,240501
240501-171554,007,240218_intuition_maze_003,FSC_bio,1,85.0,400,15,43,0.0417,240501
240501-171554,007,240218_intuition_maze_003,FSC_bio,2,119.0,400,15,44,0.0422,240501
240501-171554,007,240218_intuition_maze_003,FSC_bio,3,77.0,400,15,45,0.0417,240501
240501-171554,007,240218_intuition_maze_003,FSC_bio,4,120.0,400,15,46,0.0428,240501
240430-182903,003,240218_intuition_maze_003,FSC_bio,0,84.0,366,25,42,0.0412,240430
240430-182903,003,240218_intuition_maze_003,FSC_bio,1,85.0,366,25,43,0.0421,240430
240430-182903,003,240218_intuition_maze_003,FSC_bio,2,104.0,366,25,44,0.0414,240430
240430-182903,003,240218_intuition_maze_003,FSC_bio,3,76.0,366,25,45,0.0417,240430
240430-182903,003,240218_intuition_maze_003,FSC_bio,4,113.0,366,25,46,0.0449,240430
240429-105006,003,240218_intuition_maze_003,FSC_bio,0,79.0,258,20,42,0.0404,240429
240429-105006,003,240218_intuition_maze_003,FSC_bio,1,44.0,258,20,43,0.0386,240429
240429-105006,003,240218_intuition_maze_003,FSC_bio,2,84.0,258,20,44,0.0402,240429
240429-105006,003,240218_intuition_maze_003,FSC_bio,3,43.0,258,20,45,0.0385,240429
240429-105006,003,240218_intuition_maze_003,FSC_bio,4,81.0,258,20,46,0.0399,240429
240428-155325,003,240218_intuition_maze_003,FSC_bio,0,194.0,806,52,42,0.0487,240428
240428-155325,003,240218_intuition_maze_003,FSC_bio,1,165.0,806,52,43,0.0479,240428
240428-155325,003,240218_intuition_maze_003,FSC_bio,2,215.0,806,52,44,0.0485,240428
240428-155325,003,240218_intuition_maze_003,FSC_bio,3,128.0,806,52,45,0.0493,240428
240428-155325,003,240218_intuition_maze_003,FSC_bio,4,171.0,806,52,46,0.0482,240428
240426-143601,007,240218_intuition_maze_003,FSC_bio,0,43.0,122,4,42,0.0381,240426
240426-143601,007,240218_intuition_maze_003,FSC_bio,1,40.0,122,4,43,0.0424,240426
240426-143601,007,240218_intuition_maze_003,FSC_bio,2,41.0,122,4,44,0.0382,240426
240426-143601,007,240218_intuition_maze_003,FSC_bio,3,38.0,122,4,45,0.0368,240426
240426-143601,007,240218_intuition_maze_003,FSC_bio,4,39.0,122,4,46,0.0372,240426
240425-213639,007,240218_intuition_maze_003,FSC_bio,0,279.0,1046,67,42,0.053,240425
240425-213639,007,240218_intuition_maze_003,FSC_bio,1,211.0,1046,67,43,0.0528,240425
240425-213639,007,240218_intuition_maze_003,FSC_bio,2,266.0,1046,67,44,0.0518,240425
240425-213639,007,240218_intuition_maze_003,FSC_bio,3,136.0,1046,67,45,0.0514,240425
240425-213639,007,240218_intuition_maze_003,FSC_bio,4,215.0,1046,67,46,0.0525,240425
240424-114249,007,240218_intuition_maze_003,FSC_bio,0,170.0,710,37,42,0.0484,240424
240424-114249,007,240218_intuition_maze_003,FSC_bio,1,150.0,710,37,43,0.0501,240424
240424-114249,007,240218_intuition_maze_003,FSC_bio,2,210.0,710,37,44,0.0497,240424
240424-114249,007,240218_intuition_maze_003,FSC_bio,3,116.0,710,37,45,0.0466,240424
240424-114249,007,240218_intuition_maze_003,FSC_bio,4,171.0,710,37,46,0.0472,240424
240422-173957,007,240218_intuition_maze_003,FSC_bio,0,81.0,318,30,42,0.0417,240422
240422-173957,007,240218_intuition_maze_003,FSC_bio,1,68.0,318,30,43,0.0402,240422
240422-173957,007,240218_intuition_maze_003,FSC_bio,2,86.0,318,30,44,0.0418,240422
240422-173957,007,240218_intuition_maze_003,FSC_bio,3,43.0,318,30,45,0.0405,240422
240422-173957,007,240218_intuition_maze_003,FSC_bio,4,101.0,318,30,46,0.0401,240422
240422-005057,007,240218_intuition_maze_003,FSC_bio,0,253.0,990,60,42,0.0513,240422
240422-005057,007,240218_intuition_maze_003,FSC_bio,1,211.0,990,60,43,0.0529,240422
240422-005057,007,240218_intuition_maze_003,FSC_bio,2,254.0,990,60,44,0.0573,240422
240422-005057,007,240218_intuition_maze_003,FSC_bio,3,129.0,990,60,45,0.0528,240422
240422-005057,007,240218_intuition_maze_003,FSC_bio,4,212.0,990,60,46,0.0524,240422
240418-224522,007,240218_intuition_maze_003,FSC_bio,0,79.0,243,30,42,0.0391,240418
240418-224522,007,240218_intuition_maze_003,FSC_bio,1,42.0,243,30,43,0.0401,240418
240418-224522,007,240218_intuition_maze_003,FSC_bio,2,83.0,243,30,44,0.0404,240418
240418-224522,007,240218_intuition_maze_003,FSC_bio,3,43.0,243,30,45,0.0394,240418
240418-224522,007,240218_intuition_maze_003,FSC_bio,4,81.0,243,30,46,0.0401,240418
240417-140814,007,240218_intuition_maze_003,FSC_bio,0,121.0,446,71,42,0.0426,240417
240417-140814,007,240218_intuition_maze_003,FSC_bio,1,85.0,446,71,43,0.0422,240417
240417-140814,007,240218_intuition_maze_003,FSC_bio,2,125.0,446,71,44,0.0425,240417
240417-140814,007,240218_intuition_maze_003,FSC_bio,3,77.0,446,71,45,0.0426,240417
240417-140814,007,240218_intuition_maze_003,FSC_bio,4,120.0,446,71,46,0.0458,240417
240416-101226,007,240218_intuition_maze_003,FSC_bio,0,84.0,367,31,42,0.0416,240416
240416-101226,007,240218_intuition_maze_003,FSC_bio,1,85.0,367,31,43,0.0413,240416
240416-101226,007,240218_intuition_maze_003,FSC_bio,2,104.0,367,31,44,0.0413,240416
240416-101226,007,240218_intuition_maze_003,FSC_bio,3,76.0,367,31,45,0.0413,240416
240416-101226,007,240218_intuition_maze_003,FSC_bio,4,113.0,367,31,46,0.0418,240416
240415-115155,007,240218_intuition_maze_003,FSC_bio,0,87.0,390,14,42,0.0423,240415
240415-115155,007,240218_intuition_maze_003,FSC_bio,1,85.0,390,14,43,0.0428,240415
240415-115155,007,240218_intuition_maze_003,FSC_bio,2,118.0,390,14,44,0.0426,240415
240415-115155,007,240218_intuition_maze_003,FSC_bio,3,77.0,390,14,45,0.0429,240415
240415-115155,007,240218_intuition_maze_003,FSC_bio,4,120.0,390,14,46,0.0433,240415
240414-160518,007,240218_intuition_maze_003,FSC_bio,0,170.0,726,47,42,0.0517,240414
240414-160518,007,240218_intuition_maze_003,FSC_bio,1,158.0,726,47,43,0.0482,240414
240414-160518,007,240218_intuition_maze_003,FSC_bio,2,214.0,726,47,44,0.048,240414
240414-160518,007,240218_intuition_maze_003,FSC_bio,3,124.0,726,47,45,0.046,240414
240414-160518,007,240218_intuition_maze_003,FSC_bio,4,171.0,726,47,46,0.048,240414
240413-044848,007,240218_intuition_maze_003,FSC_bio,0,78.0,218,27,42,0.0392,240413
240413-044848,007,240218_intuition_maze_003,FSC_bio,1,42.0,218,27,43,0.0393,240413
240413-044848,007,240218_intuition_maze_003,FSC_bio,2,69.0,218,27,44,0.0394,240413
240413-044848,007,240218_intuition_maze_003,FSC_bio,3,43.0,218,27,45,0.0385,240413
240413-044848,007,240218_intuition_maze_003,FSC_bio,4,81.0,218,27,46,0.0388,240413
240307-221731,004,240218_intuition_maze_003,FSC_bio,0,77.0,202,8,42,0.0385,240307
240307-221731,004,240218_intuition_maze_003,FSC_bio,1,42.0,202,8,43,0.0379,240307
240307-221731,004,240218_intuition_maze_003,FSC_bio,2,54.0,202,8,44,0.0427,240307
240307-221731,004,240218_intuition_maze_003,FSC_bio,3,42.0,202,8,45,0.0396,240307
240307-221731,004,240218_intuition_maze_003,FSC_bio,4,75.0,202,8,46,0.0381,240307
240307-201718,008,240218_intuition_maze_003,FSC_bio,0,79.0,266,35,42,0.0398,240307
240307-201718,008,240218_intuition_maze_003,FSC_bio,1,52.0,266,35,43,0.0387,240307
240307-201718,008,240218_intuition_maze_003,FSC_bio,2,84.0,266,35,44,0.0391,240307
240307-201718,008,240218_intuition_maze_003,FSC_bio,3,43.0,266,35,45,0.0395,240307
240307-201718,008,240218_intuition_maze_003,FSC_bio,4,82.0,266,35,46,0.0404,240307
240307-183319,007,240218_intuition_maze_003,FSC_bio,0,154.0,559,45,42,0.0449,240307
240307-183319,007,240218_intuition_maze_003,FSC_bio,1,116.0,559,45,43,0.0442,240307
240307-183319,007,240218_intuition_maze_003,FSC_bio,2,175.0,559,45,44,0.0448,240307
240307-183319,007,240218_intuition_maze_003,FSC_bio,3,84.0,559,45,45,0.0437,240307
240307-183319,007,240218_intuition_maze_003,FSC_bio,4,126.0,559,45,46,0.0485,240307
240307-162458,002,240218_intuition_maze_003,FSC_bio,0,84.0,362,42,42,0.0438,240307
240307-162458,002,240218_intuition_maze_003,FSC_bio,1,85.0,362,42,43,0.0416,240307
240307-162458,002,240218_intuition_maze_003,FSC_bio,2,102.0,362,42,44,0.0418,240307
240307-162458,002,240218_intuition_maze_003,FSC_bio,3,75.0,362,42,45,0.0407,240307
240307-162458,002,240218_intuition_maze_003,FSC_bio,4,113.0,362,42,46,0.0418,240307
240306-210028,004,240218_intuition_maze_003,FSC_bio,0,77.0,194,36,42,0.0386,240306
240306-210028,004,240218_intuition_maze_003,FSC_bio,1,42.0,194,36,43,0.0385,240306
240306-210028,004,240218_intuition_maze_003,FSC_bio,2,51.0,194,36,44,0.0388,240306
240306-210028,004,240218_intuition_maze_003,FSC_bio,3,42.0,194,36,45,0.0385,240306
240306-210028,004,240218_intuition_maze_003,FSC_bio,4,74.0,194,36,46,0.0388,240306
240306-191216,008,240218_intuition_maze_003,FSC_bio,0,84.0,354,25,42,0.0414,240306
240306-191216,008,240218_intuition_maze_003,FSC_bio,1,85.0,354,25,43,0.0428,240306
240306-191216,008,240218_intuition_maze_003,FSC_bio,2,98.0,354,25,44,0.0431,240306
240306-191216,008,240218_intuition_maze_003,FSC_bio,3,68.0,354,25,45,0.0407,240306
240306-191216,008,240218_intuition_maze_003,FSC_bio,4,110.0,354,25,46,0.0414,240306
240306-165856,007,240218_intuition_maze_003,FSC_bio,0,125.0,479,45,42,0.0446,240306
240306-165856,007,240218_intuition_maze_003,FSC_bio,1,85.0,479,45,43,0.0447,240306
240306-165856,007,240218_intuition_maze_003,FSC_bio,2,151.0,479,45,44,0.0453,240306
240306-165856,007,240218_intuition_maze_003,FSC_bio,3,83.0,479,45,45,0.0431,240306
240306-165856,007,240218_intuition_maze_003,FSC_bio,4,126.0,479,45,46,0.043,240306
240306-142016,002,240218_intuition_maze_003,FSC_bio,0,79.0,271,21,42,0.0401,240306
240306-142016,002,240218_intuition_maze_003,FSC_bio,1,57.0,271,21,43,0.0399,240306
240306-142016,002,240218_intuition_maze_003,FSC_bio,2,84.0,271,21,44,0.0414,240306
240306-142016,002,240218_intuition_maze_003,FSC_bio,3,43.0,271,21,45,0.0438,240306
240306-142016,002,240218_intuition_maze_003,FSC_bio,4,82.0,271,21,46,0.0411,240306
240305-204136,004,240218_intuition_maze_003,FSC_bio,0,67.0,172,25,42,0.0393,240305
240305-204136,004,240218_intuition_maze_003,FSC_bio,1,42.0,172,25,43,0.038,240305
240305-204136,004,240218_intuition_maze_003,FSC_bio,2,42.0,172,25,44,0.0381,240305
240305-204136,004,240218_intuition_maze_003,FSC_bio,3,38.0,172,25,45,0.0389,240305
240305-204136,004,240218_intuition_maze_003,FSC_bio,4,68.0,172,25,46,0.0387,240305
240305-182215,008,240218_intuition_maze_003,FSC_bio,0,77.0,195,8,42,0.0398,240305
