exp_moment,animal_ID,maze,model,repeat_idx,total_reward,n_actions,mouse_reward,seed,elapsed_s,date_part
250308-151501,030,250304maze_010,VarMarkov,4,31.0,327,34,46,0.042,250308
250307-153155,030,250304maze_010,VarMarkov,0,58.0,440,35,42,0.0487,250307
250307-153155,030,250304maze_010,VarMarkov,1,68.0,440,35,43,0.0463,250307
250307-153155,030,250304maze_010,VarMarkov,2,51.0,440,35,44,0.0447,250307
250307-153155,030,250304maze_010,VarMarkov,3,34.0,440,35,45,0.0444,250307
250307-153155,030,250304maze_010,VarMarkov,4,17.0,440,35,46,0.0454,250307
250306-164357,030,250304maze_010,VarMarkov,0,13.0,58,17,42,0.0377,250306
250306-164357,030,250304maze_010,VarMarkov,1,9.0,58,17,43,0.0373,250306
250306-164357,030,250304maze_010,VarMarkov,2,10.0,58,17,44,0.0373,250306
250306-164357,030,250304maze_010,VarMarkov,3,13.0,58,17,45,0.0375,250306
250306-164357,030,250304maze_010,VarMarkov,4,15.0,58,17,46,0.0359,250306
250306-144143,030,250304maze_010,VarMarkov,0,12.0,74,15,42,0.0361,250306
250306-144143,030,250304maze_010,VarMarkov,1,20.0,74,15,43,0.0366,250306
250306-144143,030,250304maze_010,VarMarkov,2,17.0,74,15,44,0.0408,250306
250306-144143,030,250304maze_010,VarMarkov,3,15.0,74,15,45,0.0371,250306
250306-144143,030,250304maze_010,VarMarkov,4,17.0,74,15,46,0.037,250306
250305-193802,030,250304maze_010,VarMarkov,0,7.0,29,11,42,0.0368,250305
250305-193802,030,250304maze_010,VarMarkov,1,10.0,29,11,43,0.0353,250305
250305-193802,030,250304maze_010,VarMarkov,2,9.0,29,11,44,0.0366,250305
250305-193802,030,250304maze_010,VarMarkov,3,10.0,29,11,45,0.0362,250305
250305-193802,030,250304maze_010,VarMarkov,4,12.0,29,11,46,0.0358,250305
250305-171557,030,250304maze_010,VarMarkov,0,10.0,34,10,42,0.0382,250305
250305-171557,030,250304maze_010,VarMarkov,1,14.0,34,10,43,0.038,250305
250305-171557,030,250304maze_010,VarMarkov,2,9.0,34,10,44,0.037,250305
250305-171557,030,250304maze_010,VarMarkov,3,6.0,34,10,45,0.0375,250305
250305-171557,030,250304maze_010,VarMarkov,4,15.0,34,10,46,0.0368,250305
250302-221227,029,250228_latMaz007,VarMarkov,0,6.0,25,16,42,0.036,250302
250302-221227,029,250228_latMaz007,VarMarkov,1,12.0,25,16,43,0.0406,250302
250302-221227,029,250228_latMaz007,VarMarkov,2,8.0,25,16,44,0.036,250302
250302-221227,029,250228_latMaz007,VarMarkov,3,10.0,25,16,45,0.0358,250302
250302-221227,029,250228_latMaz007,VarMarkov,4,10.0,25,16,46,0.0366,250302
250302-214043,029,250228_latMaz007,VarMarkov,0,8.0,109,29,42,0.0374,250302
250302-214043,029,250228_latMaz007,VarMarkov,1,19.0,109,29,43,0.038,250302
250302-214043,029,250228_latMaz007,VarMarkov,2,15.0,109,29,44,0.039,250302
250302-214043,029,250228_latMaz007,VarMarkov,3,14.0,109,29,45,0.0387,250302
250302-214043,029,250228_latMaz007,VarMarkov,4,22.0,109,29,46,0.0386,250302
250302-193449,029,250228_latMaz007,VarMarkov,0,21.0,136,28,42,0.0385,250302
250302-193449,029,250228_latMaz007,VarMarkov,1,24.0,136,28,43,0.0402,250302
250302-193449,029,250228_latMaz007,VarMarkov,2,28.0,136,28,44,0.0383,250302
250302-193449,029,250228_latMaz007,VarMarkov,3,27.0,136,28,45,0.0379,250302
250302-193449,029,250228_latMaz007,VarMarkov,4,20.0,136,28,46,0.0412,250302
250301-175949,029,250228_latMaz007,VarMarkov,0,28.0,206,32,42,0.0406,250301
250301-175949,029,250228_latMaz007,VarMarkov,1,24.0,206,32,43,0.0397,250301
250301-175949,029,250228_latMaz007,VarMarkov,2,20.0,206,32,44,0.0399,250301
250301-175949,029,250228_latMaz007,VarMarkov,3,24.0,206,32,45,0.04,250301
250301-175949,029,250228_latMaz007,VarMarkov,4,23.0,206,32,46,0.0407,250301
250228-013606,029,240901_latMaz007,VarMarkov,0,7.0,57,20,42,0.0371,250228
250228-013606,029,240901_latMaz007,VarMarkov,1,18.0,57,20,43,0.0376,250228
250228-013606,029,240901_latMaz007,VarMarkov,2,14.0,57,20,44,0.0365,250228
250228-013606,029,240901_latMaz007,VarMarkov,3,12.0,57,20,45,0.038,250228
250228-013606,029,240901_latMaz007,VarMarkov,4,19.0,57,20,46,0.0384,250228
250227-162304,029,240901_latMaz007,VarMarkov,0,10.0,24,10,42,0.037,250227
250227-162304,029,240901_latMaz007,VarMarkov,1,15.0,24,10,43,0.0356,250227
250227-162304,029,240901_latMaz007,VarMarkov,2,8.0,24,10,44,0.0383,250227
250227-162304,029,240901_latMaz007,VarMarkov,3,10.0,24,10,45,0.0356,250227
250227-162304,029,240901_latMaz007,VarMarkov,4,12.0,24,10,46,0.0366,250227
250227-155403,029,240901_latMaz007,VarMarkov,0,27.0,145,36,42,0.0395,250227
250227-155403,029,240901_latMaz007,VarMarkov,1,28.0,145,36,43,0.0387,250227
250227-155403,029,240901_latMaz007,VarMarkov,2,26.0,145,36,44,0.0384,250227
250227-155403,029,240901_latMaz007,VarMarkov,3,18.0,145,36,45,0.0397,250227
250227-155403,029,240901_latMaz007,VarMarkov,4,20.0,145,36,46,0.0403,250227
250226-201407,029,240901_latMaz007,VarMarkov,0,33.0,178,24,42,0.0418,250226
250226-201407,029,240901_latMaz007,VarMarkov,1,30.0,178,24,43,0.041,250226
250226-201407,029,240901_latMaz007,VarMarkov,2,28.0,178,24,44,0.0416,250226
250226-201407,029,240901_latMaz007,VarMarkov,3,29.0,178,24,45,0.0413,250226
250226-201407,029,240901_latMaz007,VarMarkov,4,22.0,178,24,46,0.0417,250226
250225-195443,029,240901_latMaz007,VarMarkov,0,26.0,176,40,42,0.0407,250225
250225-195443,029,240901_latMaz007,VarMarkov,1,32.0,176,40,43,0.0393,250225
250225-195443,029,240901_latMaz007,VarMarkov,2,19.0,176,40,44,0.0403,250225
250225-195443,029,240901_latMaz007,VarMarkov,3,20.0,176,40,45,0.0402,250225
250225-195443,029,240901_latMaz007,VarMarkov,4,25.0,176,40,46,0.0409,250225
250224-225815,029,240901_latMaz007,VarMarkov,0,26.0,169,33,42,0.0398,250224
250224-225815,029,240901_latMaz007,VarMarkov,1,37.0,169,33,43,0.0405,250224
250224-225815,029,240901_latMaz007,VarMarkov,2,28.0,169,33,44,0.0401,250224
250224-225815,029,240901_latMaz007,VarMarkov,3,14.0,169,33,45,0.0407,250224
250224-225815,029,240901_latMaz007,VarMarkov,4,33.0,169,33,46,0.0405,250224
250223-231918,029,240901_latMaz007,VarMarkov,0,11.0,33,8,42,0.0381,250223
250223-231918,029,240901_latMaz007,VarMarkov,1,11.0,33,8,43,0.0373,250223
250223-231918,029,240901_latMaz007,VarMarkov,2,12.0,33,8,44,0.039,250223
250223-231918,029,240901_latMaz007,VarMarkov,3,8.0,33,8,45,0.0356,250223
250223-231918,029,240901_latMaz007,VarMarkov,4,16.0,33,8,46,0.0353,250223
250223-192945,029,240901_latMaz007,VarMarkov,0,26.0,124,33,42,0.039,250223
250223-192945,029,240901_latMaz007,VarMarkov,1,23.0,124,33,43,0.0378,250223
250223-192945,029,240901_latMaz007,VarMarkov,2,13.0,124,33,44,0.0396,250223
250223-192945,029,240901_latMaz007,VarMarkov,3,14.0,124,33,45,0.0396,250223
250223-192945,029,240901_latMaz007,VarMarkov,4,11.0,124,33,46,0.0389,250223
250222-190353,029,240901_latMaz007,VarMarkov,0,13.0,107,34,42,0.0395,250222
250222-190353,029,240901_latMaz007,VarMarkov,1,18.0,107,34,43,0.0398,250222
250222-190353,029,240901_latMaz007,VarMarkov,2,18.0,107,34,44,0.0399,250222
250222-190353,029,240901_latMaz007,VarMarkov,3,15.0,107,34,45,0.04,250222
250222-190353,029,240901_latMaz007,VarMarkov,4,21.0,107,34,46,0.0388,250222
250221-192408,029,240901_latMaz007,VarMarkov,0,22.0,68,8,42,0.0416,250221
250221-192408,029,240901_latMaz007,VarMarkov,1,17.0,68,8,43,0.0366,250221
250221-192408,029,240901_latMaz007,VarMarkov,2,16.0,68,8,44,0.036,250221
250221-192408,029,240901_latMaz007,VarMarkov,3,8.0,68,8,45,0.0369,250221
250221-192408,029,240901_latMaz007,VarMarkov,4,16.0,68,8,46,0.038,250221
250221-174225,029,240901_latMaz007,VarMarkov,0,17.0,135,26,42,0.0388,250221
250221-174225,029,240901_latMaz007,VarMarkov,1,18.0,135,26,43,0.0393,250221
250221-174225,029,240901_latMaz007,VarMarkov,2,31.0,135,26,44,0.0398,250221
250221-174225,029,240901_latMaz007,VarMarkov,3,26.0,135,26,45,0.0402,250221
250221-174225,029,240901_latMaz007,VarMarkov,4,12.0,135,26,46,0.0403,250221
250220-121029,029,240901_latMaz007,VarMarkov,0,11.0,69,20,42,0.0385,250220
250220-121029,029,240901_latMaz007,VarMarkov,1,12.0,69,20,43,0.0384,250220
250220-121029,029,240901_latMaz007,VarMarkov,2,28.0,69,20,44,0.0385,250220
250220-121029,029,240901_latMaz007,VarMarkov,3,21.0,69,20,45,0.0411,250220
250220-121029,029,240901_latMaz007,VarMarkov,4,12.0,69,20,46,0.0385,250220
250219-215217,029,240901_latMaz007,VarMarkov,0,33.0,200,37,42,0.0397,250219
250219-215217,029,240901_latMaz007,VarMarkov,1,30.0,200,37,43,0.0403,250219
250219-215217,029,240901_latMaz007,VarMarkov,2,21.0,200,37,44,0.041,250219
250219-215217,029,240901_latMaz007,VarMarkov,3,26.0,200,37,45,0.0418,250219
250219-215217,029,240901_latMaz007,VarMarkov,4,25.0,200,37,46,0.0418,250219
250218-110446,029,240901_latMaz007,VarMarkov,0,24.0,99,35,42,0.0394,250218
250218-110446,029,240901_latMaz007,VarMarkov,1,32.0,99,35,43,0.0398,250218
250218-110446,029,240901_latMaz007,VarMarkov,2,9.0,99,35,44,0.0375,250218
250218-110446,029,240901_latMaz007,VarMarkov,3,19.0,99,35,45,0.0388,250218
250218-110446,029,240901_latMaz007,VarMarkov,4,23.0,99,35,46,0.0393,250218
250217-152659,029,240901_latMaz007,VarMarkov,0,6.0,28,9,42,0.0408,250217
250217-152659,029,240901_latMaz007,VarMarkov,1,9.0,28,9,43,0.0377,250217
250217-152659,029,240901_latMaz007,VarMarkov,2,10.0,28,9,44,0.0361,250217
250217-152659,029,240901_latMaz007,VarMarkov,3,7.0,28,9,45,0.0364,250217
250217-152659,029,240901_latMaz007,VarMarkov,4,5.0,28,9,46,0.0349,250217
250216-234150,029,240901_latMaz007,VarMarkov,0,17.0,127,27,42,0.0383,250216
250216-234150,029,240901_latMaz007,VarMarkov,1,17.0,127,27,43,0.0407,250216
250216-234150,029,240901_latMaz007,VarMarkov,2,18.0,127,27,44,0.0378,250216
250216-234150,029,240901_latMaz007,VarMarkov,3,12.0,127,27,45,0.038,250216
250216-234150,029,240901_latMaz007,VarMarkov,4,28.0,127,27,46,0.0389,250216
250215-171737,029,240901_latMaz007,VarMarkov,0,22.0,100,20,42,0.0385,250215
250215-171737,029,240901_latMaz007,VarMarkov,1,15.0,100,20,43,0.0389,250215
250215-171737,029,240901_latMaz007,VarMarkov,2,27.0,100,20,44,0.0403,250215
250215-171737,029,240901_latMaz007,VarMarkov,3,19.0,100,20,45,0.0409,250215
250215-171737,029,240901_latMaz007,VarMarkov,4,25.0,100,20,46,0.0412,250215
250214-231334,029,240901_latMaz007,VarMarkov,0,9.0,50,11,42,0.038,250214
250214-231334,029,240901_latMaz007,VarMarkov,1,19.0,50,11,43,0.0365,250214
250214-231334,029,240901_latMaz007,VarMarkov,2,18.0,50,11,44,0.0363,250214
250214-231334,029,240901_latMaz007,VarMarkov,3,19.0,50,11,45,0.0419,250214
250214-231334,029,240901_latMaz007,VarMarkov,4,15.0,50,11,46,0.0498,250214
250214-144349,029,240901_latMaz007,VarMarkov,0,10.0,48,18,42,0.0444,250214
250214-144349,029,240901_latMaz007,VarMarkov,1,16.0,48,18,43,0.043,250214
250214-144349,029,240901_latMaz007,VarMarkov,2,15.0,48,18,44,0.0423,250214
250214-144349,029,240901_latMaz007,VarMarkov,3,4.0,48,18,45,0.0421,250214
250214-144349,029,240901_latMaz007,VarMarkov,4,13.0,48,18,46,0.0424,250214
250208-001652,029,240901_latMaz007,VarMarkov,0,10.0,81,32,42,0.0467,250208
250208-001652,029,240901_latMaz007,VarMarkov,1,16.0,81,32,43,0.0466,250208
250208-001652,029,240901_latMaz007,VarMarkov,2,25.0,81,32,44,0.0406,250208
250208-001652,029,240901_latMaz007,VarMarkov,3,9.0,81,32,45,0.0386,250208
250208-001652,029,240901_latMaz007,VarMarkov,4,26.0,81,32,46,0.0389,250208
250207-172209,029,240901_latMaz007,VarMarkov,0,31.0,143,25,42,0.0393,250207
250207-172209,029,240901_latMaz007,VarMarkov,1,22.0,143,25,43,0.041,250207
250207-172209,029,240901_latMaz007,VarMarkov,2,32.0,143,25,44,0.0411,250207
250207-172209,029,240901_latMaz007,VarMarkov,3,21.0,143,25,45,0.0406,250207
250207-172209,029,240901_latMaz007,VarMarkov,4,12.0,143,25,46,0.0405,250207
250206-235033,029,240901_latMaz007,VarMarkov,0,26.0,137,26,42,0.0417,250206
250206-235033,029,240901_latMaz007,VarMarkov,1,38.0,137,26,43,0.0417,250206
250206-235033,029,240901_latMaz007,VarMarkov,2,22.0,137,26,44,0.0414,250206
250206-235033,029,240901_latMaz007,VarMarkov,3,22.0,137,26,45,0.0383,250206
250206-235033,029,240901_latMaz007,VarMarkov,4,17.0,137,26,46,0.0386,250206
250206-152402,029,240901_latMaz007,VarMarkov,0,11.0,20,10,42,0.0367,250206
250206-152402,029,240901_latMaz007,VarMarkov,1,13.0,20,10,43,0.0352,250206
250206-152402,029,240901_latMaz007,VarMarkov,2,6.0,20,10,44,0.0369,250206
250206-152402,029,240901_latMaz007,VarMarkov,3,2.0,20,10,45,0.036,250206
250206-152402,029,240901_latMaz007,VarMarkov,4,10.0,20,10,46,0.0356,250206
250205-232618,029,240901_latMaz007,VarMarkov,0,15.0,69,19,42,0.0381,250205
250205-232618,029,240901_latMaz007,VarMarkov,1,13.0,69,19,43,0.0383,250205
250205-232618,029,240901_latMaz007,VarMarkov,2,20.0,69,19,44,0.0382,250205
250205-232618,029,240901_latMaz007,VarMarkov,3,8.0,69,19,45,0.0406,250205
250205-232618,029,240901_latMaz007,VarMarkov,4,8.0,69,19,46,0.0439,250205
250205-163722,029,240901_latMaz007,VarMarkov,0,33.0,315,12,42,0.0487,250205
250205-163722,029,240901_latMaz007,VarMarkov,1,33.0,315,12,43,0.0447,250205
250205-163722,029,240901_latMaz007,VarMarkov,2,34.0,315,12,44,0.0447,250205
250205-163722,029,240901_latMaz007,VarMarkov,3,33.0,315,12,45,0.0436,250205
250205-163722,029,240901_latMaz007,VarMarkov,4,30.0,315,12,46,0.042,250205
241121-161838,188,240901_latMaz007,VarMarkov,0,38.0,357,77,42,0.0424,241121
241121-161838,188,240901_latMaz007,VarMarkov,1,33.0,357,77,43,0.044,241121
241121-161838,188,240901_latMaz007,VarMarkov,2,34.0,357,77,44,0.0451,241121
241121-161838,188,240901_latMaz007,VarMarkov,3,33.0,357,77,45,0.0433,241121
241121-161838,188,240901_latMaz007,VarMarkov,4,32.0,357,77,46,0.0457,241121
241120-155145,185,240901_latMaz007,VarMarkov,0,32.0,205,39,42,0.0416,241120
241120-155145,185,240901_latMaz007,VarMarkov,1,24.0,205,39,43,0.0433,241120
241120-155145,185,240901_latMaz007,VarMarkov,2,17.0,205,39,44,0.0417,241120
241120-155145,185,240901_latMaz007,VarMarkov,3,29.0,205,39,45,0.0389,241120
241120-155145,185,240901_latMaz007,VarMarkov,4,28.0,205,39,46,0.0411,241120
241118-164607,188,240901_latMaz007,VarMarkov,0,11.0,160,33,42,0.0396,241118
241118-164607,188,240901_latMaz007,VarMarkov,1,22.0,160,33,43,0.0394,241118
241118-164607,188,240901_latMaz007,VarMarkov,2,25.0,160,33,44,0.0387,241118
241118-164607,188,240901_latMaz007,VarMarkov,3,21.0,160,33,45,0.0385,241118
241118-164607,188,240901_latMaz007,VarMarkov,4,19.0,160,33,46,0.0394,241118
241118-154204,188,240901_latMaz007,VarMarkov,0,8.0,45,8,42,0.0382,241118
241118-154204,188,240901_latMaz007,VarMarkov,1,11.0,45,8,43,0.0384,241118
241118-154204,188,240901_latMaz007,VarMarkov,2,17.0,45,8,44,0.0371,241118
241118-154204,188,240901_latMaz007,VarMarkov,3,8.0,45,8,45,0.0377,241118
241118-154204,188,240901_latMaz007,VarMarkov,4,5.0,45,8,46,0.0388,241118
241118-150642,185,240901_latMaz007,VarMarkov,0,22.0,130,35,42,0.042,241118
241118-150642,185,240901_latMaz007,VarMarkov,1,25.0,130,35,43,0.0395,241118
241118-150642,185,240901_latMaz007,VarMarkov,2,29.0,130,35,44,0.0402,241118
241118-150642,185,240901_latMaz007,VarMarkov,3,20.0,130,35,45,0.04,241118
241118-150642,185,240901_latMaz007,VarMarkov,4,8.0,130,35,46,0.0388,241118
241117-193429,188,240901_latMaz007,VarMarkov,0,32.0,244,22,42,0.0403,241117
241117-193429,188,240901_latMaz007,VarMarkov,1,36.0,244,22,43,0.0414,241117
241117-193429,188,240901_latMaz007,VarMarkov,2,32.0,244,22,44,0.0412,241117
241117-193429,188,240901_latMaz007,VarMarkov,3,37.0,244,22,45,0.0433,241117
241117-193429,188,240901_latMaz007,VarMarkov,4,14.0,244,22,46,0.0427,241117
241116-163919,185,240901_latMaz007,VarMarkov,0,11.0,164,25,42,0.0414,241116
241116-163919,185,240901_latMaz007,VarMarkov,1,22.0,164,25,43,0.0422,241116
241116-163919,185,240901_latMaz007,VarMarkov,2,25.0,164,25,44,0.0408,241116
241116-163919,185,240901_latMaz007,VarMarkov,3,21.0,164,25,45,0.0411,241116
241116-163919,185,240901_latMaz007,VarMarkov,4,19.0,164,25,46,0.0403,241116
241115-173537,188,240901_latMaz007,VarMarkov,0,6.0,29,13,42,0.0368,241115
241115-173537,188,240901_latMaz007,VarMarkov,1,6.0,29,13,43,0.0376,241115
241115-173537,188,240901_latMaz007,VarMarkov,2,16.0,29,13,44,0.0381,241115
241115-173537,188,240901_latMaz007,VarMarkov,3,10.0,29,13,45,0.036,241115
241115-173537,188,240901_latMaz007,VarMarkov,4,9.0,29,13,46,0.0365,241115
241115-162742,188,240901_latMaz007,VarMarkov,0,39.0,530,37,42,0.0469,241115
241115-162742,188,240901_latMaz007,VarMarkov,1,35.0,530,37,43,0.0487,241115
241115-162742,188,240901_latMaz007,VarMarkov,2,35.0,530,37,44,0.0476,241115
241115-162742,188,240901_latMaz007,VarMarkov,3,33.0,530,37,45,0.0503,241115
241115-162742,188,240901_latMaz007,VarMarkov,4,33.0,530,37,46,0.0502,241115
241016-044806,188,240901_latMaz007,VarMarkov,0,23.0,106,21,42,0.0393,241016
241016-044806,188,240901_latMaz007,VarMarkov,1,14.0,106,21,43,0.0406,241016
241016-044806,188,240901_latMaz007,VarMarkov,2,23.0,106,21,44,0.0385,241016
241016-044806,188,240901_latMaz007,VarMarkov,3,17.0,106,21,45,0.0405,241016
241016-044806,188,240901_latMaz007,VarMarkov,4,9.0,106,21,46,0.04,241016
241015-235927,188,240901_latMaz007,VarMarkov,0,23.0,154,35,42,0.0408,241015
241015-235927,188,240901_latMaz007,VarMarkov,1,25.0,154,35,43,0.0392,241015
241015-235927,188,240901_latMaz007,VarMarkov,2,27.0,154,35,44,0.0396,241015
241015-235927,188,240901_latMaz007,VarMarkov,3,23.0,154,35,45,0.0415,241015
241015-235927,188,240901_latMaz007,VarMarkov,4,10.0,154,35,46,0.04,241015
241015-211418,188,240901_latMaz007,VarMarkov,0,36.0,253,38,42,0.0453,241015
241015-211418,188,240901_latMaz007,VarMarkov,1,31.0,253,38,43,0.0434,241015
241015-211418,188,240901_latMaz007,VarMarkov,2,31.0,253,38,44,0.0412,241015
241015-211418,188,240901_latMaz007,VarMarkov,3,36.0,253,38,45,0.043,241015
241015-211418,188,240901_latMaz007,VarMarkov,4,29.0,253,38,46,0.0397,241015
241014-234232,188,240901_latMaz007,VarMarkov,0,27.0,85,28,42,0.0376,241014
241014-234232,188,240901_latMaz007,VarMarkov,1,21.0,85,28,43,0.038,241014
241014-234232,188,240901_latMaz007,VarMarkov,2,27.0,85,28,44,0.0383,241014
241014-234232,188,240901_latMaz007,VarMarkov,3,15.0,85,28,45,0.0384,241014
241014-234232,188,240901_latMaz007,VarMarkov,4,15.0,85,28,46,0.0376,241014
241014-185629,188,240901_latMaz007,VarMarkov,0,32.0,177,36,42,0.0395,241014
241014-185629,188,240901_latMaz007,VarMarkov,1,24.0,177,36,43,0.041,241014
241014-185629,188,240901_latMaz007,VarMarkov,2,17.0,177,36,44,0.0395,241014
241014-185629,188,240901_latMaz007,VarMarkov,3,27.0,177,36,45,0.0445,241014
241014-185629,188,240901_latMaz007,VarMarkov,4,28.0,177,36,46,0.0415,241014
241014-021400,188,240901_latMaz007,VarMarkov,0,10.0,60,25,42,0.0368,241014
241014-021400,188,240901_latMaz007,VarMarkov,1,18.0,60,25,43,0.0388,241014
241014-021400,188,240901_latMaz007,VarMarkov,2,14.0,60,25,44,0.0375,241014
241014-021400,188,240901_latMaz007,VarMarkov,3,13.0,60,25,45,0.0376,241014
241014-021400,188,240901_latMaz007,VarMarkov,4,19.0,60,25,46,0.0368,241014
241014-004224,188,240901_latMaz007,VarMarkov,0,8.0,44,8,42,0.0383,241014
241014-004224,188,240901_latMaz007,VarMarkov,1,11.0,44,8,43,0.0387,241014
241014-004224,188,240901_latMaz007,VarMarkov,2,16.0,44,8,44,0.0367,241014
241014-004224,188,240901_latMaz007,VarMarkov,3,8.0,44,8,45,0.0372,241014
241014-004224,188,240901_latMaz007,VarMarkov,4,5.0,44,8,46,0.0372,241014
241014-000524,188,240901_latMaz007,VarMarkov,0,33.0,204,34,42,0.0427,241014
241014-000524,188,240901_latMaz007,VarMarkov,1,32.0,204,34,43,0.0441,241014
241014-000524,188,240901_latMaz007,VarMarkov,2,21.0,204,34,44,0.0417,241014
241014-000524,188,240901_latMaz007,VarMarkov,3,26.0,204,34,45,0.0407,241014
241014-000524,188,240901_latMaz007,VarMarkov,4,25.0,204,34,46,0.0401,241014
241013-174837,188,240901_latMaz007,VarMarkov,0,30.0,166,29,42,0.0403,241013
241013-174837,188,240901_latMaz007,VarMarkov,1,22.0,166,29,43,0.0387,241013
241013-174837,188,240901_latMaz007,VarMarkov,2,21.0,166,29,44,0.0402,241013
241013-174837,188,240901_latMaz007,VarMarkov,3,21.0,166,29,45,0.0396,241013
241013-174837,188,240901_latMaz007,VarMarkov,4,24.0,166,29,46,0.0395,241013
241012-224009,188,240901_latMaz007,VarMarkov,0,30.0,151,24,42,0.0389,241012
241012-224009,188,240901_latMaz007,VarMarkov,1,22.0,151,24,43,0.0383,241012
241012-224009,188,240901_latMaz007,VarMarkov,2,21.0,151,24,44,0.0385,241012
241012-224009,188,240901_latMaz007,VarMarkov,3,21.0,151,24,45,0.0421,241012
241012-224009,188,240901_latMaz007,VarMarkov,4,24.0,151,24,46,0.0418,241012
241009-232418,185,240901_latMaz007,VarMarkov,0,11.0,70,9,42,0.037,241009
241009-232418,185,240901_latMaz007,VarMarkov,1,13.0,70,9,43,0.0375,241009
241009-232418,185,240901_latMaz007,VarMarkov,2,13.0,70,9,44,0.0368,241009
241009-232418,185,240901_latMaz007,VarMarkov,3,17.0,70,9,45,0.0372,241009
241009-232418,185,240901_latMaz007,VarMarkov,4,13.0,70,9,46,0.0376,241009
241009-214240,185,240901_latMaz007,VarMarkov,0,14.0,124,19,42,0.0393,241009
241009-214240,185,240901_latMaz007,VarMarkov,1,21.0,124,19,43,0.0403,241009
241009-214240,185,240901_latMaz007,VarMarkov,2,19.0,124,19,44,0.0389,241009
241009-214240,185,240901_latMaz007,VarMarkov,3,28.0,124,19,45,0.0399,241009
241009-214240,185,240901_latMaz007,VarMarkov,4,13.0,124,19,46,0.0382,241009
241009-010858,185,240901_latMaz007,VarMarkov,0,16.0,149,19,42,0.0399,241009
241009-010858,185,240901_latMaz007,VarMarkov,1,22.0,149,19,43,0.0436,241009
241009-010858,185,240901_latMaz007,VarMarkov,2,26.0,149,19,44,0.0401,241009
241009-010858,185,240901_latMaz007,VarMarkov,3,28.0,149,19,45,0.039,241009
241009-010858,185,240901_latMaz007,VarMarkov,4,20.0,149,19,46,0.04,241009
241008-112318,185,240901_latMaz007,VarMarkov,0,23.0,117,33,42,0.0373,241008
241008-112318,185,240901_latMaz007,VarMarkov,1,27.0,117,33,43,0.0381,241008
241008-112318,185,240901_latMaz007,VarMarkov,2,18.0,117,33,44,0.0393,241008
241008-112318,185,240901_latMaz007,VarMarkov,3,14.0,117,33,45,0.0393,241008
241008-112318,185,240901_latMaz007,VarMarkov,4,16.0,117,33,46,0.0385,241008
241007-175208,185,240901_latMaz007,VarMarkov,0,10.0,81,25,42,0.0377,241007
241007-175208,185,240901_latMaz007,VarMarkov,1,16.0,81,25,43,0.038,241007
241007-175208,185,240901_latMaz007,VarMarkov,2,24.0,81,25,44,0.0367,241007
241007-175208,185,240901_latMaz007,VarMarkov,3,8.0,81,25,45,0.0362,241007
241007-175208,185,240901_latMaz007,VarMarkov,4,18.0,81,25,46,0.0407,241007
241007-042510,188,240901_latMaz007,VarMarkov,0,5.0,34,10,42,0.0387,241007
241007-042510,188,240901_latMaz007,VarMarkov,1,13.0,34,10,43,0.037,241007
